Ubicacion,Fallo,Tiempo_medio_entre_fallos(h),Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Oeste,0,553.6470588235294,86.19,0.77,95513.0,Transformador,Siemens,Y200,3247.0,6735
Planta Oeste,0,553.6470588235294,54.05,4.79,67553.0,Transformador,Siemens,Y200,3247.0,6735
Planta Este,0,871.875,97.38,3.14,45449.0,Compresor,Schneider,Y200,4806.0,3952
Planta Oeste,1,661.5,126.225,4.28,81433.5,Transformador,Siemens,Z300,855.0,3689
Planta Oeste,1,661.5,78.2,1.01,45655.0,Transformador,Siemens,Z300,855.0,3689
Planta Norte,0,1410.0,149.99,1.76,73864.0,Transformador,Siemens,M400,1708.0,1141
Planta Norte,0,1410.0,148.43,2.79,74464.0,Transformador,Siemens,M400,1708.0,1141
Planta Sur,0,1139.75,92.2,2.35,45646.0,Generador,ABB,X100,3565.0,7238
Planta Sur,0,1139.75,130.47,1.09,36035.0,Generador,ABB,X100,3565.0,7238
Planta Norte,0,759.5,117.13,0.62,85005.0,Transformador,Schneider,M400,2374.0,2922
Planta Norte,0,759.5,121.59,1.99,33767.0,Transformador,Schneider,M400,2374.0,2922
Planta Norte,0,1139.75,92.2,2.35,45646.0,Generador,ABB,X100,3565.0,7238
Planta Norte,0,1139.75,130.47,1.09,36035.0,Generador,ABB,X100,3565.0,7238
Planta Este,1,619.6363636363636,127.77,3.24,46616.0,Generador,Siemens,Y200,1596.0,5657
Planta Este,1,728.0833333333334,70.2,4.77,3508.0,Generador,Siemens,Z300,3332.0,6373
Planta Este,1,728.0833333333334,117.29,3.47,85977.0,Generador,Siemens,Z300,3332.0,6373
Planta Oeste,1,1120.5,97.39,1.93,3945.0,Transformador,Siemens,Z300,1881.0,4891
Planta Norte,0,679.75,130.78,2.67,71076.0,Motor,GE,M400,4223.0,1741
Planta Norte,0,679.75,105.21,3.41,75070.0,Motor,GE,M400,4223.0,1741
Planta Norte,0,679.75,81.11,3.23,68038.0,Motor,GE,M400,4223.0,1741
Planta Norte,0,679.75,83.99,4.45,60224.0,Motor,GE,M400,4223.0,1741
Planta Norte,0,679.75,140.65,2.14,26054.0,Motor,GE,M400,4223.0,1741
Planta Norte,0,679.75,139.56,4.28,6484.0,Motor,GE,M400,4223.0,1741
Planta Sur,0,926.8888888888889,57.26,4.38,17832.0,Motor,Schneider,M400,517.0,2802
Planta Sur,0,926.8888888888889,104.19,3.36,26572.0,Motor,Schneider,M400,517.0,2802
Planta Sur,0,1367.8,85.87,3.65,9143.0,Generador,GE,Y200,347.0,8833
Planta Norte,1,1086.625,89.06,0.19,53862.0,Transformador,Siemens,Z300,976.0,7790
Planta Norte,1,1086.625,63.03,2.81,46362.0,Transformador,Siemens,Z300,976.0,7790
Planta Norte,1,1086.625,92.72,1.56,65557.0,Transformador,Siemens,Z300,976.0,7790
Planta Sur,0,804.6,122.23,1.13,97118.0,Motor,Schneider,Y200,2000.0,7703
Planta Norte,0,701.0769230769231,127.2,3.8,65772.0,Transformador,Schneider,X100,326.0,7398
Planta Sur,1,530.6875,95.44,4.29,445.0,Generador,Siemens,X100,1372.0,9739
Planta Oeste,0,729.2,54.44,1.8,62919.0,Generador,GE,X100,2669.0,7561
Planta Sur,1,548.6,108.84,3.03,72401.0,Generador,GE,Z300,1650.0,5382
Planta Sur,1,548.6,89.79,1.3,23474.0,Generador,GE,Z300,1650.0,5382
Planta Oeste,0,1566.5,88.48,0.71,87442.0,Compresor,Schneider,X100,4990.0,4462
Planta Sur,0,769.0,111.4,3.04,27030.0,Transformador,Schneider,Y200,2232.0,2417
Planta Oeste,0,966.5,90.75,2.37,76527.0,Transformador,Siemens,X100,2864.0,6610
Planta Oeste,0,966.5,59.07,3.38,38736.0,Transformador,Siemens,X100,2864.0,6610
Planta Norte,0,664.3076923076923,69.54,4.62,79210.0,Generador,Schneider,M400,2372.0,5027
Planta Norte,0,664.3076923076923,58.05,4.55,85791.0,Generador,Schneider,M400,2372.0,5027
Planta Oeste,0,723.6923076923077,71.22,1.45,40103.0,Generador,ABB,X100,2512.0,2104
Planta Oeste,0,723.6923076923077,92.79,0.67,62013.0,Generador,ABB,X100,2512.0,2104
Planta Este,0,690.4285714285714,144.75,3.83,43760.0,Generador,Schneider,Z300,3111.0,6653
Planta Este,0,690.4285714285714,102.12,3.92,98080.0,Generador,Schneider,Z300,3111.0,6653
Planta Sur,0,853.5555555555555,108.67,2.4,68527.0,Compresor,ABB,Z300,3352.0,7649
Planta Sur,1,2247.25,89.27,4.88,73666.0,Compresor,GE,M400,3511.0,4698
Planta Sur,1,1209.0,111.69,3.19,53879.0,Motor,Schneider,Z300,1180.0,4134
Planta Sur,1,624.7857142857143,129.37,0.84,70120.0,Compresor,ABB,X100,-100.0,3496
Planta Sur,1,624.7857142857143,67.9,4.79,77075.0,Compresor,ABB,X100,-100.0,3496
Planta Norte,0,636.9230769230769,98.59,1.44,72484.0,Generador,GE,Y200,3432.0,8213
Planta Norte,0,636.9230769230769,66.07,3.35,94220.0,Generador,GE,Y200,3432.0,8213
Planta Norte,0,1376.1666666666667,149.61,2.82,53037.0,Generador,Schneider,Z300,2294.0,5147
Planta Norte,0,1376.1666666666667,146.08,2.16,16239.0,Generador,Schneider,Z300,2294.0,5147
Planta Norte,0,1376.1666666666667,137.12,0.14,4162.0,Generador,Schneider,Z300,2294.0,5147
Planta Este,1,694.8,95.81,1.62,75350.0,Compresor,Siemens,Z300,3902.0,9335
Planta Norte,0,619.7692307692307,66.43,0.17,42112.0,Generador,ABB,Y200,-100.0,2499
Planta Sur,0,1248.0,84.81,4.64,85456.0,Compresor,Schneider,M400,4966.0,7411
Planta Sur,0,570.6,82.43,3.24,51552.0,Transformador,ABB,Z300,2727.0,6994
Planta Este,1,824.2727272727273,67.64,2.5,8400.0,Transformador,Siemens,M400,1700.0,587
Planta Sur,1,809.75,93.14,3.71,91798.0,Generador,Siemens,X100,4086.0,2875
Planta Sur,1,809.75,75.21,2.05,92329.0,Generador,Siemens,X100,4086.0,2875
Planta Sur,1,809.75,86.92,3.94,97655.0,Generador,Siemens,X100,4086.0,2875
Planta Norte,0,741.8461538461538,97.71,4.38,57399.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,0,986.6,105.26,1.2,50846.0,Transformador,Schneider,M400,4310.0,8649
Planta Oeste,0,986.6,63.22,0.57,92514.0,Transformador,Schneider,M400,4310.0,8649
Planta Este,1,717.0769230769231,102.84,4.18,42560.0,Generador,Siemens,M400,2532.0,7947
Planta Este,1,717.0769230769231,92.43,3.53,96919.0,Generador,Siemens,M400,2532.0,7947
Planta Este,1,717.0769230769231,132.94,1.79,76355.0,Generador,Siemens,M400,2532.0,7947
Planta Este,1,717.0769230769231,277.88,2.77,88049.0,Generador,Siemens,M400,2532.0,7947
Planta Este,0,1116.125,60.02,3.65,7786.0,Generador,Schneider,Y200,1018.0,7884
Planta Oeste,1,745.7272727272727,95.15,4.35,62722.0,Motor,GE,X100,1549.0,8111
Planta Oeste,1,745.7272727272727,78.69,0.33,43270.0,Motor,GE,X100,1549.0,8111
Planta Oeste,1,745.7272727272727,60.28,1.46,84791.0,Motor,GE,X100,1549.0,8111
Planta Oeste,0,446.7142857142857,97.06,3.75,90215.0,Transformador,GE,X100,4783.0,5524
Planta Oeste,0,745.1666666666666,65.03,1.42,33614.0,Transformador,GE,Y200,4404.0,3405
Planta Este,0,1330.0,143.15,3.26,15772.0,Transformador,Schneider,Z300,3230.0,8494
Planta Este,1,931.1111111111111,91.74,0.12,61413.0,Generador,Siemens,Y200,464.0,9272
Planta Este,1,727.5,70.6,4.73,50429.0,Generador,Schneider,Y200,2363.0,5881
Planta Este,1,727.5,73.76,3.2,60628.0,Generador,Schneider,Y200,2363.0,5881
Planta Este,1,983.25,101.85,2.2,18708.0,Compresor,Schneider,M400,3407.0,5079
Planta Este,1,983.25,140.15,0.25,69206.0,Compresor,Schneider,M400,3407.0,5079
Planta Sur,0,1233.0,102.11,4.09,39503.0,Generador,Schneider,X100,1296.0,9789
Planta Oeste,0,900.2857142857143,119.97,4.89,17676.0,Transformador,Schneider,Z300,4841.0,1228
Planta Norte,1,662.5,124.84,4.75,13258.0,Motor,GE,M400,3762.0,5428
Planta Oeste,0,994.0,132.87,2.21,96304.0,Compresor,Siemens,Z300,3991.0,9920
Planta Oeste,0,994.0,50.77,4.93,49090.0,Compresor,Siemens,Z300,3991.0,9920
Planta Este,1,1075.125,144.72,2.97,93569.0,Motor,Schneider,Y200,3480.0,4455
Planta Este,0,880.1,126.64,3.12,45571.0,Compresor,Schneider,Z300,3453.0,1807
Planta Este,0,880.1,136.94,3.72,37857.0,Compresor,Schneider,Z300,3453.0,1807
Planta Este,0,880.1,89.67,1.14,19321.0,Compresor,Schneider,Z300,3453.0,1807
Planta Oeste,0,783.7,107.85,2.66,45621.0,Motor,Schneider,Z300,11976.5,8722
Planta Oeste,0,783.7,69.61,1.14,31889.0,Motor,Schneider,Z300,11976.5,8722
Planta Oeste,0,783.7,134.07,4.65,12391.0,Motor,Schneider,Z300,11976.5,8722
Planta Oeste,0,783.7,110.64,1.67,13433.0,Motor,Schneider,Z300,11976.5,8722
Planta Norte,0,3040.0,144.62,2.39,10683.0,Transformador,Siemens,Z300,1958.0,9066
Planta Oeste,1,765.0,51.86,1.4,50414.0,Motor,ABB,Z300,1706.0,4455
Planta Oeste,1,765.0,107.32499999999999,1.37,68202.5,Motor,ABB,Z300,1706.0,4455
Planta Norte,0,765.0,51.86,1.4,50414.0,Motor,ABB,Z300,1706.0,4455
Planta Norte,0,765.0,107.32499999999999,1.37,68202.5,Motor,ABB,Z300,1706.0,4455
Planta Oeste,1,1231.1666666666667,73.98,1.72,29882.0,Motor,GE,Y200,1911.0,6148
Planta Oeste,1,1231.1666666666667,97.81,2.64,28073.0,Motor,GE,Y200,1911.0,6148
Planta Oeste,1,1231.1666666666667,139.83,0.97,3724.0,Motor,GE,Y200,1911.0,6148
Planta Norte,0,801.7777777777778,54.02,3.53,2758.0,Generador,Schneider,M400,4194.0,7519
Planta Norte,0,801.7777777777778,146.28,2.37,73701.0,Generador,Schneider,M400,4194.0,7519
Planta Norte,0,801.7777777777778,125.31,4.7,75704.0,Generador,Schneider,M400,4194.0,7519
Planta Norte,0,801.7777777777778,80.65,3.55,28799.0,Generador,Schneider,M400,4194.0,7519
Planta Norte,0,801.7777777777778,123.01,1.75,85056.0,Generador,Schneider,M400,4194.0,7519
Planta Sur,1,924.0,109.73,3.55,25313.0,Transformador,ABB,Y200,2664.0,4943
Planta Sur,1,924.0,125.03,1.87,33827.0,Transformador,ABB,Y200,2664.0,4943
Planta Sur,1,1341.7142857142858,78.18,2.84,46151.5,Motor,Siemens,Y200,377.0,5978
Planta Sur,1,1341.7142857142858,97.98,1.15,51600.0,Motor,Siemens,Y200,377.0,5978
Planta Sur,1,1345.7142857142858,147.79,0.55,75787.0,Compresor,ABB,Z300,1957.0,3472
Planta Sur,1,1345.7142857142858,110.7,1.24,3488.0,Compresor,ABB,Z300,1957.0,3472
Planta Sur,1,1345.7142857142858,111.23,1.84,67466.0,Compresor,ABB,Z300,1957.0,3472
Planta Sur,1,1345.7142857142858,84.49,3.46,95891.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,0,741.75,115.99,1.21,50248.0,Transformador,GE,Y200,3710.0,6636
Planta Este,0,741.75,114.13,2.54,2292.0,Transformador,GE,Y200,3710.0,6636
Planta Norte,0,690.6428571428571,51.01,4.33,37674.0,Motor,Schneider,M400,4523.0,3637
Planta Norte,0,690.6428571428571,57.29,0.74,27723.0,Motor,Schneider,M400,4523.0,3637
Planta Norte,0,690.6428571428571,148.79,4.29,47375.0,Motor,Schneider,M400,4523.0,3637
Planta Norte,0,690.6428571428571,149.96,2.31,37155.0,Motor,Schneider,M400,4523.0,3637
Planta Oeste,0,456.7692307692308,52.97,3.15,26216.0,Compresor,GE,M400,4624.0,4697
Planta Norte,0,954.25,121.54,1.73,42542.0,Generador,Siemens,Z300,1058.0,9116
Planta Norte,0,954.25,143.88,4.79,19130.0,Generador,Siemens,Z300,1058.0,9116
Planta Norte,0,954.25,113.96,2.36,87015.0,Generador,Siemens,Z300,1058.0,9116
Planta Sur,1,530.6875,108.38,0.48,80720.0,Generador,Siemens,X100,1372.0,9739
Planta Este,0,849.8,56.21,3.4,65802.0,Motor,ABB,Z300,2601.0,8640
Planta Este,0,849.8,60.36,4.25,49523.0,Motor,ABB,Z300,2601.0,8640
Planta Este,0,849.8,113.41,2.97,66554.0,Motor,ABB,Z300,2601.0,8640
Planta Este,0,889.2857142857143,131.44,3.81,41476.0,Generador,Schneider,Y200,2895.0,3266
Planta Este,0,1080.142857142857,102.97,2.3,58137.0,Generador,ABB,Z300,1730.0,3169
Planta Oeste,1,423.8421052631579,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Norte,1,903.3,89.35,2.55,5858.0,Compresor,Schneider,X100,4932.0,2023
Planta Oeste,0,669.5,74.33,2.99,92631.0,Motor,Schneider,X100,2315.0,3170
Planta Oeste,0,669.5,114.81,2.06,30630.0,Motor,Schneider,X100,2315.0,3170
Planta Oeste,0,669.5,94.76,4.21,70791.0,Motor,Schneider,X100,2315.0,3170
Planta Sur,0,908.125,71.6,3.95,49607.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,908.125,65.26,3.87,32736.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,1164.0,91.5,2.99,9999.0,Compresor,Siemens,Z300,3429.0,7725
Planta Oeste,1,1164.0,123.35,1.33,60480.0,Compresor,Siemens,Z300,3429.0,7725
Planta Norte,1,1126.7142857142858,63.38,2.77,40241.0,Motor,ABB,Y200,1020.0,4170
Planta Norte,1,1126.7142857142858,141.04,2.91,4824.0,Motor,ABB,Y200,1020.0,4170
Planta Norte,1,1126.7142857142858,86.45,1.62,90314.0,Motor,ABB,Y200,1020.0,4170
Planta Norte,0,1570.4,71.04,3.53,34996.0,Compresor,Siemens,X100,11976.5,6451
Planta Norte,0,1570.4,118.17,4.02,52764.0,Compresor,Siemens,X100,11976.5,6451
Planta Sur,1,992.4444444444445,134.37,1.94,28191.0,Generador,ABB,Z300,4234.0,8912
Planta Sur,1,992.4444444444445,84.04,3.11,21563.0,Generador,ABB,Z300,4234.0,8912
Planta Sur,1,992.4444444444445,118.87,3.66,83409.0,Generador,ABB,Z300,4234.0,8912
Planta Norte,1,870.1818181818181,88.77,4.84,32351.0,Compresor,Siemens,Y200,4265.0,5663
Planta Oeste,1,620.2307692307693,67.84,1.89,87595.0,Transformador,Siemens,Z300,1106.0,1460
Planta Oeste,1,620.2307692307693,93.41,2.03,77512.0,Transformador,Siemens,Z300,1106.0,1460
Planta Oeste,0,732.3076923076923,95.65,1.69,8599.0,Generador,Schneider,Y200,4786.0,3780
Planta Norte,0,1857.25,103.91,0.36,320.0,Compresor,ABB,Z300,940.0,8078
Planta Norte,0,1857.25,133.2,4.41,11581.0,Compresor,ABB,Z300,940.0,8078
Planta Norte,0,1857.25,57.88,4.5,57155.0,Compresor,ABB,Z300,940.0,8078
Planta Sur,0,783.7,107.85,2.66,45621.0,Motor,Schneider,Z300,11976.5,8722
Planta Sur,0,783.7,69.61,1.14,31889.0,Motor,Schneider,Z300,11976.5,8722
Planta Sur,0,783.7,134.07,4.65,12391.0,Motor,Schneider,Z300,11976.5,8722
Planta Sur,0,783.7,110.64,1.67,13433.0,Motor,Schneider,Z300,11976.5,8722
Planta Oeste,0,792.5833333333334,75.97,0.78,69595.0,Generador,Siemens,M400,1900.0,9643
Planta Oeste,1,1000.875,107.34,3.78,77175.0,Motor,ABB,M400,187.0,9954
Planta Este,1,745.1818181818181,137.93,3.67,96677.0,Generador,ABB,Z300,2986.0,7395
Planta Este,1,745.1818181818181,70.88,2.54,10727.0,Generador,ABB,Z300,2986.0,7395
Planta Este,1,745.1818181818181,75.57,4.22,76541.0,Generador,ABB,Z300,2986.0,7395
Planta Sur,0,853.5555555555555,53.32,3.83,57333.0,Compresor,ABB,Z300,3352.0,7649
Planta Norte,0,694.8,106.33,2.83,59373.0,Compresor,Siemens,Z300,3902.0,9335
Planta Oeste,0,2089.0,128.77,4.87,51235.0,Motor,ABB,X100,4741.0,1549
Planta Este,1,707.3846153846154,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Este,1,707.3846153846154,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Este,1,759.6666666666666,108.47,0.62,51029.0,Compresor,Siemens,Y200,194.0,1302
Planta Este,1,1330.5,88.92,3.03,81617.0,Transformador,Siemens,M400,899.0,3355
Planta Este,1,791.1,116.55,2.23,93500.0,Compresor,GE,X100,2034.0,2128
Planta Este,1,791.1,74.18,3.94,80932.0,Compresor,GE,X100,2034.0,2128
Planta Oeste,1,799.8,77.78,0.75,93991.0,Motor,GE,X100,3637.0,1818
Planta Oeste,1,799.8,74.13,1.79,87140.0,Motor,GE,X100,3637.0,1818
Planta Este,0,1116.125,139.08,2.89,42425.0,Generador,Schneider,Y200,1018.0,7884
Planta Este,0,1116.125,124.98,3.87,75788.0,Generador,Schneider,Y200,1018.0,7884
Planta Este,1,824.2727272727273,67.29,4.51,50851.0,Transformador,Siemens,M400,1700.0,587
Planta Este,1,736.25,141.12,1.38,52087.0,Generador,Schneider,Y200,2697.0,2593
Planta Este,1,736.25,73.26,2.95,78544.0,Generador,Schneider,Y200,2697.0,2593
Planta Este,1,586.8333333333334,145.04,1.24,70619.0,Compresor,GE,X100,-100.0,5794
Planta Este,1,586.8333333333334,103.1,3.75,93439.0,Compresor,GE,X100,-100.0,5794
Planta Este,1,803.5,86.74,2.4,26244.0,Motor,Schneider,M400,3776.0,1173
Planta Norte,1,824.2727272727273,67.29,4.51,50851.0,Transformador,Siemens,M400,1700.0,587
Planta Norte,0,1012.8888888888889,89.67,1.74,57335.0,Transformador,ABB,X100,1117.0,9988
Planta Norte,0,1012.8888888888889,143.09,4.18,59565.0,Transformador,ABB,X100,1117.0,9988
Planta Norte,0,1012.8888888888889,75.62,0.5,14459.0,Transformador,ABB,X100,1117.0,9988
Planta Oeste,0,1294.0,112.62,4.55,75247.0,Compresor,GE,X100,998.0,692
Planta Oeste,0,1294.0,134.02,4.19,17475.0,Compresor,GE,X100,998.0,692
Planta Norte,1,741.8461538461538,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Sur,1,1428.0,90.2,2.99,20048.0,Generador,GE,M400,1264.0,9542
Planta Sur,1,1428.0,58.36,4.52,92264.0,Generador,GE,M400,1264.0,9542
Planta Norte,1,759.2,134.16,3.68,38031.0,Transformador,GE,Y200,1795.0,6837
Planta Norte,1,759.2,77.87,3.91,62188.0,Transformador,GE,Y200,1795.0,6837
Planta Norte,1,759.2,134.53,0.67,75563.0,Transformador,GE,Y200,1795.0,6837
Planta Oeste,1,2977.3333333333335,73.26,1.68,69867.0,Generador,Schneider,M400,3899.0,1499
Planta Oeste,1,2977.3333333333335,57.0,3.27,11131.0,Generador,Schneider,M400,3899.0,1499
Planta Oeste,1,2977.3333333333335,99.61,0.62,73397.0,Generador,Schneider,M400,3899.0,1499
Planta Oeste,0,619.6363636363636,94.35,1.21,84059.0,Generador,Siemens,Y200,1596.0,5657
Planta Oeste,0,854.375,79.82,3.54,15535.0,Motor,Schneider,Y200,3607.0,6085
Planta Sur,1,674.2857142857143,141.06,2.99,82855.0,Transformador,GE,Y200,100.0,7685
Planta Oeste,1,446.7142857142857,104.74,1.71,37749.0,Transformador,GE,X100,4783.0,5524
Planta Oeste,1,446.7142857142857,86.34,4.89,5974.0,Transformador,GE,X100,4783.0,5524
Planta Oeste,1,446.7142857142857,103.57,4.14,11360.0,Transformador,GE,X100,4783.0,5524
Planta Este,0,908.125,71.6,3.95,49607.0,Transformador,GE,M400,1095.0,1294
Planta Este,0,908.125,65.26,3.87,32736.0,Transformador,GE,M400,1095.0,1294
Planta Norte,0,619.6363636363636,94.35,1.21,84059.0,Generador,Siemens,Y200,1596.0,5657
Planta Oeste,1,959.8888888888889,143.6,1.19,86568.0,Transformador,GE,M400,423.0,5091
Planta Oeste,1,959.8888888888889,126.19,3.24,7412.0,Transformador,GE,M400,423.0,5091
Planta Este,0,852.0,123.08,4.03,23248.0,Transformador,Siemens,M400,2038.0,7994
Planta Oeste,1,1196.6666666666667,119.89,3.8,26743.0,Compresor,GE,M400,2537.0,1190
Planta Sur,0,702.5454545454545,146.53,0.56,22494.0,Compresor,ABB,X100,1915.0,6573
Planta Sur,0,702.5454545454545,111.22,0.54,51328.0,Compresor,ABB,X100,1915.0,6573
Planta Sur,1,1011.5,67.05,2.0,84959.0,Compresor,Siemens,Z300,677.0,6202
Planta Este,1,656.0833333333334,143.65,1.15,6223.0,Motor,ABB,M400,4074.0,7154
Planta Oeste,0,962.8888888888889,53.8,2.26,11397.0,Generador,Siemens,X100,953.0,3630
Planta Oeste,0,962.8888888888889,132.14,3.81,35747.0,Generador,Siemens,X100,953.0,3630
Planta Oeste,0,962.8888888888889,143.2,2.83,62538.0,Generador,Siemens,X100,953.0,3630
Planta Oeste,0,962.8888888888889,88.65,1.64,85943.0,Generador,Siemens,X100,953.0,3630
Planta Oeste,0,962.8888888888889,88.59,0.59,99381.0,Generador,Siemens,X100,953.0,3630
Planta Oeste,0,1729.8,71.37,2.81,86883.0,Motor,ABB,Z300,4247.0,1751
Planta Oeste,0,675.6666666666666,69.86,1.93,64579.0,Motor,ABB,M400,1460.0,5716
Planta Este,0,739.0,104.93,1.09,34826.0,Compresor,GE,Y200,1730.0,6823
Planta Norte,1,2153.6666666666665,85.63,0.75,85302.0,Motor,GE,Z300,3977.0,6321
Planta Norte,1,2153.6666666666665,105.17,4.48,64842.0,Motor,GE,Z300,3977.0,6321
Planta Oeste,0,1116.125,139.08,2.89,42425.0,Generador,Schneider,Y200,1018.0,7884
Planta Oeste,0,1116.125,124.98,3.87,75788.0,Generador,Schneider,Y200,1018.0,7884
Planta Oeste,1,1034.375,58.3,3.88,80478.0,Transformador,Siemens,M400,1129.0,6842
Planta Oeste,0,793.0,127.49,1.44,3226.0,Motor,Siemens,Y200,1491.0,7305
Planta Este,1,681.6363636363636,128.69,3.02,58076.0,Compresor,Siemens,Y200,263.0,4425
Planta Este,1,681.6363636363636,56.98,3.72,53469.0,Compresor,Siemens,Y200,263.0,4425
Planta Sur,0,2709.3333333333335,108.28,1.55,33995.0,Generador,GE,M400,4989.0,4729
Planta Sur,0,2709.3333333333335,112.03,4.63,42280.0,Generador,GE,M400,4989.0,4729
Planta Oeste,1,1001.6666666666666,125.54,4.89,76501.0,Motor,Siemens,X100,946.0,6127
Planta Oeste,1,1001.6666666666666,136.69,3.57,35705.0,Motor,Siemens,X100,946.0,6127
Planta Oeste,1,744.0,147.59,1.65,17214.0,Transformador,ABB,M400,755.0,2921
Planta Norte,1,908.4444444444445,125.74,0.67,94103.0,Generador,GE,M400,4624.0,1108
Planta Oeste,0,1294.0,112.62,4.55,75247.0,Compresor,GE,X100,998.0,692
Planta Oeste,0,1294.0,134.02,4.19,17475.0,Compresor,GE,X100,998.0,692
Planta Sur,0,1327.142857142857,65.66,4.02,86825.0,Generador,Schneider,X100,4928.0,9028
Planta Sur,0,1327.142857142857,84.93,4.75,29755.0,Generador,Schneider,X100,4928.0,9028
Planta Oeste,1,669.5,74.33,2.99,92631.0,Motor,Schneider,X100,2315.0,3170
Planta Oeste,1,669.5,114.81,2.06,30630.0,Motor,Schneider,X100,2315.0,3170
Planta Oeste,1,669.5,94.76,4.21,70791.0,Motor,Schneider,X100,2315.0,3170
Planta Oeste,1,837.4545454545455,76.63,4.74,71176.0,Transformador,Schneider,X100,968.0,2098
Planta Sur,0,1449.8333333333333,81.49,1.56,58378.0,Motor,ABB,M400,183.0,7833
Planta Sur,0,1086.625,68.76,4.38,52385.0,Transformador,Siemens,Z300,976.0,7790
Planta Sur,1,2977.3333333333335,73.26,1.68,69867.0,Generador,Schneider,M400,3899.0,1499
Planta Sur,1,2977.3333333333335,57.0,3.27,11131.0,Generador,Schneider,M400,3899.0,1499
Planta Sur,1,2977.3333333333335,99.61,0.62,73397.0,Generador,Schneider,M400,3899.0,1499
Planta Sur,1,1114.5,72.8,1.87,16202.0,Compresor,Schneider,Y200,3935.0,1613
Planta Este,1,2773.6666666666665,71.51,1.07,96235.0,Generador,Schneider,Z300,-100.0,6729
Planta Norte,0,827.0,63.48,3.57,28563.0,Compresor,GE,X100,637.0,5843
Planta Oeste,0,3040.0,144.62,2.39,10683.0,Transformador,Siemens,Z300,1958.0,9066
Planta Este,1,619.6363636363636,94.35,1.21,84059.0,Generador,Siemens,Y200,1596.0,5657
Planta Este,0,792.1818181818181,88.72,3.83,53828.0,Motor,Schneider,M400,4597.0,3659
Planta Este,0,792.1818181818181,115.95,4.88,72567.0,Motor,Schneider,M400,4597.0,3659
Planta Este,0,764.9090909090909,92.93,2.21,46184.0,Transformador,Schneider,Z300,3479.0,3874
Planta Este,0,764.9090909090909,140.69,1.16,13324.0,Transformador,Schneider,Z300,3479.0,3874
Planta Este,1,693.1,88.75,2.82,84930.0,Compresor,ABB,Y200,1643.0,9754
Planta Este,1,693.1,134.34,1.49,35844.0,Compresor,ABB,Y200,1643.0,9754
Planta Este,1,693.1,73.595,2.49,28651.5,Compresor,ABB,Y200,1643.0,9754
Planta Este,1,759.2,134.16,3.68,38031.0,Transformador,GE,Y200,1795.0,6837
Planta Este,1,759.2,77.87,3.91,62188.0,Transformador,GE,Y200,1795.0,6837
Planta Este,1,759.2,134.53,0.67,75563.0,Transformador,GE,Y200,1795.0,6837
Planta Norte,1,797.6,116.44,1.25,30217.0,Compresor,Schneider,Z300,768.0,7515
Planta Norte,1,797.6,79.62,0.13,52227.0,Compresor,Schneider,Z300,768.0,7515
Planta Norte,1,1401.2,135.05,3.8,43577.0,Compresor,GE,X100,2766.0,1383
Planta Norte,1,1401.2,73.25,3.89,84132.0,Compresor,GE,X100,2766.0,1383
Planta Norte,1,1401.2,119.55,2.8,18440.0,Compresor,GE,X100,2766.0,1383
Planta Este,1,456.22222222222223,51.36,4.7,19130.0,Compresor,ABB,Y200,1769.0,5484
Planta Este,1,456.22222222222223,75.43,3.16,82346.0,Compresor,ABB,Y200,1769.0,5484
Planta Oeste,1,739.4166666666666,101.77,4.33,67731.0,Motor,ABB,Z300,260.0,7954
Planta Oeste,1,739.4166666666666,73.15,0.19,482.0,Motor,ABB,Z300,260.0,7954
Planta Este,1,1570.4,71.04,3.53,34996.0,Compresor,Siemens,X100,11976.5,6451
Planta Este,1,1570.4,118.17,4.02,52764.0,Compresor,Siemens,X100,11976.5,6451
Planta Oeste,1,982.5555555555555,74.28,2.89,21595.0,Motor,GE,X100,1599.0,8383
Planta Oeste,1,982.5555555555555,85.375,3.24,56562.5,Motor,GE,X100,1599.0,8383
Planta Oeste,1,982.5555555555555,100.85,3.18,94563.0,Motor,GE,X100,1599.0,8383
Planta Sur,1,924.0,109.73,3.55,25313.0,Transformador,ABB,Y200,2664.0,4943
Planta Sur,1,924.0,125.03,1.87,33827.0,Transformador,ABB,Y200,2664.0,4943
Planta Norte,0,1493.5,85.2,1.62,28868.0,Compresor,Siemens,Y200,1329.0,4014
Planta Este,0,769.6666666666666,113.71,0.32,13892.0,Compresor,Siemens,X100,3778.0,7104
Planta Norte,1,844.6,99.97,0.34,56145.0,Generador,GE,M400,625.0,7863
Planta Norte,1,844.6,73.51,2.29,64825.0,Generador,GE,M400,625.0,7863
Planta Este,1,993.875,71.49,2.33,11629.0,Transformador,GE,X100,91.0,7812
