Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Sur,1,58.0,54.44,1.8,17.4775,Generador,GE,X100,2669.0,2.100277777777778
Planta Oeste,1,519.0,86.9,0.65,23.12638888888889,Generador,Siemens,X100,3877.0,2.091388888888889
Planta Este,1,2332.0,82.73333333333333,2.2399999999999998,10.345555555555556,Motor,Siemens,Z300,4733.0,0.9169444444444445
Planta Oeste,1,1941.0,99.95,1.47,25.346944444444443,Compresor,Siemens,Z300,3893.0,1.1752777777777779
Planta Norte,1,536.0,106.88999999999999,1.1066666666666667,14.09685185185185,Compresor,Schneider,Z300,3453.0,0.5019444444444444
Planta Sur,1,1388.0,115.9,2.295,12.515416666666667,Generador,Schneider,M400,3148.0,1.248888888888889
Planta Norte,1,3169.0,86.43,1.1900000000000002,23.955555555555556,Compresor,Schneider,X100,1192.0,1.7497222222222222
Planta Este,1,223.0,64.23,3.2,15.245972222222223,Compresor,ABB,Y200,1426.0,1.9025
Planta Norte,1,248.0,144.31,2.14,13.403611111111111,Transformador,Siemens,Y200,613.0,0.8433333333333334
Planta Este,1,199.0,114.69500000000001,3.925,14.837916666666667,Transformador,GE,Y200,1795.0,1.8991666666666667
Planta Sur,1,618.0,115.87,1.37,9.48175925925926,Compresor,Siemens,X100,11976.5,1.7919444444444443
Planta Oeste,1,1009.0,104.32499999999999,1.54,23.892083333333332,Compresor,Siemens,M400,1112.0,1.0486111111111112
Planta Norte,1,491.0,128.78666666666666,2.4166666666666665,14.714722222222223,Transformador,Schneider,Z300,907.0,1.456388888888889
Planta Oeste,1,1841.0,135.14,3.57,21.351666666666667,Motor,ABB,M400,1460.0,1.5877777777777777
Planta Oeste,1,1416.0,92.8125,2.2475,16.256805555555555,Motor,GE,X100,182.0,0.2511111111111111
Planta Oeste,1,223.0,79.32,0.33,21.864722222222223,Transformador,Siemens,Z300,1396.0,2.3777777777777778
Planta Sur,1,1801.5,74.55333333333333,3.426666666666667,13.405,Transformador,GE,Y200,2892.0,0.5916666666666667
Planta Este,1,829.0,121.95,3.97,14.30888888888889,Transformador,Siemens,Y200,11976.5,0.5408333333333334
Planta Oeste,1,2443.0,103.14,3.955,4.248472222222222,Compresor,ABB,Z300,1337.0,1.6197222222222223
Planta Norte,1,109.0,61.32,1.02,5.450833333333334,Compresor,Siemens,Y200,1329.0,1.115
Planta Oeste,1,920.0,99.58,0.55,11.625833333333333,Compresor,GE,X100,2034.0,0.5911111111111111
Planta Oeste,1,1801.5,74.55333333333333,3.426666666666667,13.405,Transformador,GE,Y200,2892.0,0.5916666666666667
Planta Este,1,1277.0,85.73666666666668,3.986666666666667,16.666296296296295,Motor,Schneider,M400,532.0,0.16694444444444445
Planta Norte,1,901.0,111.44999999999999,1.605,7.375555555555556,Transformador,GE,Y200,3710.0,1.8433333333333333
Planta Oeste,1,94.0,95.60499999999999,2.56,11.287222222222223,Compresor,Siemens,Z300,4203.0,1.8969444444444445
Planta Norte,1,1120.0,108.67,2.4,19.03527777777778,Compresor,ABB,Z300,3352.0,2.124722222222222
Planta Oeste,1,1255.0,54.89,1.78,19.58361111111111,Compresor,GE,Z300,621.0,0.9802777777777778
Planta Norte,1,603.0,133.98499999999999,1.24,22.778055555555557,Transformador,GE,Z300,4482.0,1.8608333333333333
Planta Este,1,1346.0,142.76,2.45,6.271527777777778,Generador,Siemens,Y200,1294.0,2.220833333333333
Planta Sur,1,3682.0,88.17,2.98,9.94111111111111,Generador,GE,Y200,1255.0,1.5302777777777778
Planta Este,1,1077.0,129.36333333333332,1.7733333333333332,20.616574074074077,Motor,ABB,Y200,742.0,1.3488888888888888
Planta Sur,1,1534.0,132.57,2.29,23.434166666666666,Motor,ABB,M400,187.0,2.765
Planta Norte,1,35.0,79.32,0.33,21.864722222222223,Transformador,Siemens,Z300,1396.0,2.3777777777777778
Planta Norte,1,1456.0,88.48,0.71,24.289444444444445,Compresor,Schneider,X100,4990.0,1.2394444444444443
Planta Norte,1,697.0,110.88,1.72,26.99361111111111,Motor,Siemens,Y200,1631.0,0.4488888888888889
Planta Sur,1,825.0,93.745,4.12,12.428472222222222,Generador,Siemens,Z300,3332.0,1.7702777777777778
Planta Este,1,3930.0,86.23,1.72,5.341666666666667,Motor,ABB,Y200,1220.0,1.7891666666666666
Planta Este,1,265.0,65.03,1.42,9.337222222222222,Transformador,GE,Y200,4404.0,0.9458333333333333
Planta Norte,1,206.0,91.41000000000001,2.5733333333333337,13.12111111111111,Transformador,Schneider,Z300,1274.0,0.6608333333333334
Planta Oeste,1,31.0,54.89,1.78,19.58361111111111,Compresor,GE,Z300,621.0,0.9802777777777778
Planta Norte,1,1424.0,52.73,1.68,9.287222222222223,Generador,GE,Y200,1926.0,0.9102777777777777
Planta Sur,1,561.0,119.36,1.305,16.496111111111112,Transformador,Schneider,M400,2374.0,0.8116666666666666
Planta Norte,1,793.0,51.77,2.82,13.32,Compresor,GE,Z300,2678.0,2.743333333333333
Planta Este,1,466.0,90.79,2.31,20.577222222222222,Compresor,Schneider,Y200,3111.0,1.2752777777777777
Planta Sur,1,31.0,110.88,1.72,26.99361111111111,Motor,Siemens,Y200,1631.0,0.4488888888888889
Planta Oeste,1,281.0,124.28,2.34,12.121666666666666,Compresor,GE,M400,2471.0,1.9719444444444445
Planta Este,1,780.0,88.535,1.5,12.147361111111111,Motor,GE,M400,3161.0,1.8155555555555556
Planta Norte,1,745.0,96.39,1.9900000000000002,14.319305555555555,Compresor,GE,X100,998.0,0.1922222222222222
Planta Oeste,1,442.0,58.53,0.88,8.7675,Compresor,Schneider,X100,4925.0,2.043888888888889
Planta Norte,1,1690.0,81.60333333333334,1.5200000000000002,15.350092592592594,Transformador,Siemens,Z300,976.0,2.1638888888888888
Planta Sur,1,217.0,92.42,4.95,4.483611111111111,Generador,ABB,Y200,2152.0,1.7963888888888888
Planta Este,0,1424.0,52.73,1.68,9.287222222222223,Generador,GE,Y200,1926.0,0.9102777777777777
Planta Norte,1,1355.0,107.72,3.9299999999999997,23.883055555555554,Generador,ABB,Y200,731.0,0.9694444444444444
Planta Oeste,1,925.0,119.995,2.805,7.301111111111111,Compresor,Siemens,Y200,4276.0,1.8286111111111112
Planta Norte,1,412.0,98.76,3.42,8.593055555555555,Generador,GE,Y200,2647.0,2.1969444444444446
Planta Norte,1,335.0,94.76333333333334,2.686666666666666,11.907592592592593,Motor,Schneider,M400,465.0,2.738611111111111
Planta Norte,1,2067.0,102.35,2.3975,21.892430555555556,Motor,Siemens,Y200,4978.0,2.2177777777777776
Planta Oeste,1,806.0,102.2125,2.645,17.651180555555555,Transformador,Siemens,Z300,855.0,1.0247222222222223
Planta Sur,1,163.0,122.02,0.85,21.678333333333335,Compresor,Schneider,X100,685.0,0.2611111111111111
Planta Norte,1,808.0,73.52000000000001,2.655,9.968194444444444,Compresor,Siemens,Y200,194.0,0.3616666666666667
Planta Este,1,1395.0,79.405,3.4050000000000002,10.7925,Transformador,Siemens,Z300,2222.0,1.0733333333333333
Planta Oeste,1,3786.0,67.64,2.5,2.3333333333333335,Transformador,Siemens,M400,1700.0,0.16305555555555556
Planta Sur,0,3786.0,67.64,2.5,2.3333333333333335,Transformador,Siemens,M400,1700.0,0.16305555555555556
Planta Oeste,1,692.0,90.76,1.68,17.6,Generador,Schneider,Z300,694.0,0.6883333333333334
Planta Este,1,1239.0,107.81500000000001,2.475,19.601805555555554,Motor,ABB,Y200,2493.0,0.6430555555555556
Planta Norte,1,305.0,96.885,1.9825,15.754791666666666,Motor,GE,Z300,4547.0,0.2972222222222222
Planta Este,1,1239.0,66.02,3.69,0.5541666666666667,Motor,Schneider,M400,3776.0,0.3258333333333333
Planta Este,1,3243.0,129.46,3.18,18.376666666666665,Compresor,Schneider,Z300,1232.0,2.6102777777777777
Planta Este,1,877.0,61.825,3.8449999999999998,3.6469444444444443,Compresor,ABB,X100,4944.0,2.330277777777778
Planta Norte,1,2166.0,80.28,0.24,10.046388888888888,Motor,Schneider,Y200,2600.0,0.7861111111111111
Planta Este,1,1726.0,99.658,2.786,7.190444444444444,Generador,Siemens,X100,3549.0,2.558611111111111
Planta Oeste,1,4389.0,123.57,4.23,26.587222222222223,Transformador,ABB,Y200,3674.0,2.3133333333333335
Planta Este,1,320.0,119.19500000000001,1.65,14.69138888888889,Motor,ABB,Z300,227.0,2.0205555555555557
Planta Sur,1,351.0,97.39,1.93,1.0958333333333334,Transformador,Siemens,Z300,1881.0,1.3586111111111112
Planta Sur,1,575.0,64.32333333333334,2.603333333333333,16.566574074074072,Motor,ABB,M400,3856.0,0.7338888888888889
Planta Norte,1,405.0,97.06,3.75,25.059722222222224,Transformador,GE,X100,4783.0,1.5344444444444445
Planta Este,1,475.0,129.12,4.5,1.3769444444444445,Motor,GE,Z300,843.0,0.7455555555555555
Planta Oeste,1,97.0,79.32,0.33,21.864722222222223,Transformador,Siemens,Z300,1396.0,2.3777777777777778
Planta Norte,1,231.0,98.395,1.125,17.174722222222222,Motor,GE,Y200,1380.0,1.2180555555555554
Planta Sur,1,915.0,125.45,0.61,27.107777777777777,Motor,Schneider,M400,3935.0,1.7480555555555555
Planta Sur,1,958.0,100.06,0.28,22.92861111111111,Transformador,ABB,X100,2112.0,0.8886111111111111
Planta Sur,1,1214.0,78.82,3.38,2.7855555555555553,Motor,GE,X100,780.0,1.4622222222222223
Planta Norte,1,522.0,103.91,4.0,19.489166666666666,Compresor,Schneider,X100,329.0,0.9275
Planta Este,0,915.0,125.45,0.61,27.107777777777777,Motor,Schneider,M400,3935.0,1.7480555555555555
Planta Norte,1,984.0,81.99000000000001,1.205,13.379722222222222,Generador,ABB,M400,2102.0,0.46694444444444444
Planta Este,1,730.0,134.14,1.82,1.1736111111111112,Transformador,ABB,M400,755.0,0.8113888888888889
Planta Este,1,1621.0,136.86,0.655,2.50875,Motor,GE,Z300,2945.0,1.0105555555555557
Planta Este,1,359.0,64.47,2.29,16.303055555555556,Transformador,Siemens,Y200,4850.0,0.48944444444444446
Planta Norte,1,45.0,90.76,1.68,17.6,Generador,Schneider,Z300,694.0,0.6883333333333334
Planta Este,1,313.0,104.0,4.55,20.33222222222222,Transformador,Siemens,M400,1129.0,1.9005555555555556
Planta Sur,1,40.0,61.825,3.8449999999999998,3.6469444444444443,Compresor,ABB,X100,4944.0,2.330277777777778
Planta Sur,1,901.0,123.435,3.875,19.7,Generador,Schneider,Z300,3111.0,1.8480555555555556
Planta Sur,1,563.0,61.52,1.83,13.35388888888889,Transformador,Siemens,M400,3807.0,0.8827777777777778
Planta Este,1,929.0,124.19666666666666,1.14,23.932685185185186,Motor,Schneider,X100,1586.0,0.4461111111111111
Planta Norte,1,1039.0,97.525,2.55,12.785833333333333,Motor,GE,Y200,1102.0,2.611111111111111
Planta Norte,1,546.0,97.71,4.38,15.944166666666666,Compresor,Siemens,Z300,2576.0,1.5583333333333333
Planta Sur,1,154.0,111.44999999999999,1.605,7.375555555555556,Transformador,GE,Y200,3710.0,1.8433333333333333
Planta Este,1,2536.0,69.8,4.26,8.529444444444444,Compresor,Siemens,Y200,2683.0,0.6069444444444444
Planta Este,1,749.0,122.16,1.78,14.120277777777778,Compresor,Siemens,X100,3778.0,1.9733333333333334
Planta Sur,1,189.0,128.78666666666666,2.4166666666666665,14.714722222222223,Transformador,Schneider,Z300,907.0,1.456388888888889
Planta Oeste,1,213.0,130.16,4.63,12.778055555555556,Motor,ABB,Z300,2601.0,2.4
Planta Norte,1,1547.0,110.86,1.62,18.91722222222222,Generador,GE,X100,3061.0,0.6111111111111112
Planta Sur,1,453.0,64.79,1.67,3.988888888888889,Transformador,ABB,Z300,1661.0,0.7647222222222222
Planta Este,1,810.0,138.775,1.46,19.15375,Generador,GE,Y200,4854.0,0.5569444444444445
Planta Norte,1,233.0,99.72,2.16,5.020833333333333,Transformador,Schneider,Z300,3504.0,1.9969444444444444
Planta Este,1,912.0,99.43,3.09,13.254027777777777,Generador,GE,Z300,1734.0,0.5975
Planta Norte,1,72.0,79.32,0.33,21.864722222222223,Transformador,Siemens,Z300,1396.0,2.3777777777777778
Planta Oeste,1,2536.0,122.18333333333334,0.7366666666666667,14.944722222222222,Generador,Schneider,Y200,2697.0,0.7202777777777778
Planta Norte,1,541.0,82.005,1.06,14.182777777777778,Generador,ABB,X100,2512.0,0.5844444444444444
Planta Oeste,1,238.0,86.9,0.65,23.12638888888889,Generador,Siemens,X100,3877.0,2.091388888888889
Planta Sur,1,592.0,52.44,4.9,16.015833333333333,Compresor,ABB,Y200,639.0,1.0863888888888888
Planta Sur,1,314.0,85.71,1.95,15.722777777777777,Compresor,Schneider,Z300,506.0,2.654166666666667
Planta Norte,1,56.0,61.52,1.83,13.35388888888889,Transformador,Siemens,M400,3807.0,0.8827777777777778
Planta Oeste,1,374.0,101.475,2.005,12.79888888888889,Generador,Schneider,Y200,4786.0,1.05
Planta Oeste,1,27.0,138.775,1.46,19.15375,Generador,GE,Y200,4854.0,0.5569444444444445
Planta Norte,1,4278.0,146.06,2.73,0.4911111111111111,Motor,Siemens,Y200,2525.0,0.45055555555555554
Planta Norte,1,1927.0,110.095,4.234999999999999,14.353055555555555,Motor,GE,Y200,4730.0,0.9827777777777778
Planta Norte,1,1014.0,111.015,2.9275,13.822222222222223,Compresor,Schneider,Z300,768.0,2.0875
Planta Norte,1,4150.0,142.91,0.76,5.345555555555555,Transformador,GE,X100,592.0,1.2741666666666667
Planta Sur,1,116.0,66.02,3.69,0.5541666666666667,Motor,Schneider,M400,3776.0,0.3258333333333333
Planta Norte,1,263.0,54.44,1.8,17.4775,Generador,GE,X100,2669.0,2.100277777777778
Planta Norte,1,781.0,56.15,3.21,17.290555555555557,Motor,Schneider,M400,4782.0,0.6802777777777778
Planta Sur,1,196.0,86.23,1.72,5.341666666666667,Motor,ABB,Y200,1220.0,1.7891666666666666
Planta Oeste,1,212.0,142.76,2.45,6.271527777777778,Generador,Siemens,Y200,1294.0,2.220833333333333
Planta Oeste,1,268.0,82.73333333333333,2.2399999999999998,10.345555555555556,Motor,Siemens,Z300,4733.0,0.9169444444444445
Planta Oeste,1,351.0,85.045,3.2,19.385416666666668,Transformador,ABB,X100,4866.0,0.5063888888888889
Planta Sur,1,39.0,122.18333333333334,0.7366666666666667,14.944722222222222,Generador,Schneider,Y200,2697.0,0.7202777777777778
Planta Norte,1,2924.0,71.41,1.29,12.591388888888888,Generador,GE,Z300,1885.0,1.5108333333333333
Planta Norte,1,101.0,134.14,1.82,1.1736111111111112,Transformador,ABB,M400,755.0,0.8113888888888889
Planta Este,1,654.0,109.66999999999999,1.57,20.104861111111113,Compresor,GE,Y200,1626.0,2.683333333333333
Planta Este,1,317.0,105.12,0.99,14.247777777777777,Motor,Siemens,Z300,3066.0,0.9938888888888889
Planta Norte,1,1849.0,112.89666666666666,1.7866666666666664,13.844537037037037,Generador,ABB,Y200,4432.0,2.218611111111111
Planta Oeste,1,3160.0,134.36,1.0,8.466111111111111,Compresor,GE,X100,3981.0,2.481388888888889
Planta Oeste,1,991.0,75.50999999999999,1.68,9.846388888888889,Compresor,GE,M400,294.0,0.6211111111111111
Planta Este,1,1350.0,86.18,2.1100000000000003,18.794027777777778,Transformador,ABB,X100,1644.0,0.7575
Planta Este,1,4217.0,74.43,1.63,18.104444444444443,Generador,Siemens,X100,2395.0,2.4852777777777777
Planta Este,1,112.0,136.86,0.655,2.50875,Motor,GE,Z300,2945.0,1.0105555555555557
Planta Oeste,1,171.0,102.2125,2.645,17.651180555555555,Transformador,Siemens,Z300,855.0,1.0247222222222223
Planta Este,1,1076.0,127.77,3.24,12.948888888888888,Generador,Siemens,Y200,1596.0,1.571388888888889
Planta Este,1,232.0,93.745,4.12,12.428472222222222,Generador,Siemens,Z300,3332.0,1.7702777777777778
Planta Oeste,1,151.0,97.39,1.93,1.0958333333333334,Transformador,Siemens,Z300,1881.0,1.3586111111111112
Planta Norte,1,203.0,81.60333333333334,1.5200000000000002,15.350092592592594,Transformador,Siemens,Z300,976.0,2.1638888888888888
Planta Sur,1,1083.0,95.44,4.29,0.12361111111111112,Generador,Siemens,X100,1372.0,2.705277777777778
Planta Sur,1,486.0,99.315,2.165,13.315972222222221,Generador,GE,Z300,1650.0,1.495
Planta Sur,1,4173.0,89.27,4.88,20.462777777777777,Compresor,GE,M400,3511.0,1.305
Planta Sur,1,980.0,111.69,3.19,14.966388888888888,Motor,Schneider,Z300,1180.0,1.1483333333333334
Planta Sur,1,2841.0,98.635,2.815,20.44375,Compresor,ABB,X100,-100.0,0.9711111111111111
Planta Este,1,1138.0,95.81,1.62,20.930555555555557,Compresor,Siemens,Z300,3902.0,2.5930555555555554
Planta Este,1,205.0,67.64,2.5,2.3333333333333335,Transformador,Siemens,M400,1700.0,0.16305555555555556
Planta Sur,1,583.0,85.08999999999999,3.233333333333333,26.090925925925923,Generador,Siemens,X100,4086.0,0.7986111111111112
Planta Este,1,908.0,151.5225,3.0675,21.10298611111111,Generador,Siemens,M400,2532.0,2.2075
Planta Oeste,1,1139.0,78.04,2.0466666666666664,17.665092592592593,Motor,GE,X100,1549.0,2.2530555555555556
Planta Este,1,1011.0,91.74,0.12,17.059166666666666,Generador,Siemens,Y200,464.0,2.5755555555555554
Planta Este,1,859.0,72.18,3.9650000000000003,15.424583333333333,Generador,Schneider,Y200,2363.0,1.6336111111111111
Planta Este,1,934.0,121.0,1.225,12.210277777777778,Compresor,Schneider,M400,3407.0,1.4108333333333334
Planta Norte,1,2685.0,124.84,4.75,3.682777777777778,Motor,GE,M400,3762.0,1.5077777777777779
Planta Este,1,3130.0,144.72,2.97,25.99138888888889,Motor,Schneider,Y200,3480.0,1.2375
Planta Oeste,1,1122.0,88.83666666666666,1.38,17.298055555555557,Motor,ABB,Z300,1706.0,1.2375
Planta Norte,0,1122.0,88.83666666666666,1.38,17.298055555555557,Motor,ABB,Z300,1706.0,1.2375
Planta Oeste,1,5149.0,103.87333333333333,1.7766666666666666,5.711018518518519,Motor,GE,Y200,1911.0,1.7077777777777778
Planta Sur,1,1264.0,117.38,2.71,8.213888888888889,Transformador,ABB,Y200,2664.0,1.3730555555555555
Planta Sur,1,506.0,84.78,2.276666666666667,13.324351851851851,Motor,Siemens,Y200,377.0,1.6605555555555556
Planta Sur,1,651.0,113.5525,1.7725,16.849444444444444,Compresor,ABB,Z300,1957.0,0.9644444444444444
Planta Sur,1,68.0,108.38,0.48,22.42222222222222,Generador,Siemens,X100,1372.0,2.705277777777778
Planta Oeste,1,245.0,73.64,3.7,6.219166666666666,Motor,GE,Z300,4547.0,0.2972222222222222
Planta Norte,1,1816.0,89.35,2.55,1.6272222222222221,Compresor,Schneider,X100,4932.0,0.5619444444444445
Planta Oeste,1,2726.0,107.425,2.16,9.78875,Compresor,Siemens,Z300,3429.0,2.1458333333333335
Planta Norte,1,2312.0,96.95666666666666,2.4333333333333336,12.535092592592592,Motor,ABB,Y200,1020.0,1.1583333333333334
Planta Sur,1,677.0,112.42666666666668,2.9033333333333338,12.329907407407406,Generador,ABB,Z300,4234.0,2.4755555555555557
Planta Norte,1,434.0,88.77,4.84,8.98638888888889,Compresor,Siemens,Y200,4265.0,1.5730555555555557
Planta Oeste,1,404.0,80.625,1.96,22.931527777777777,Transformador,Siemens,Z300,1106.0,0.40555555555555556
Planta Oeste,1,343.0,107.34,3.78,21.4375,Motor,ABB,M400,187.0,2.765
Planta Este,1,241.0,94.79333333333334,3.4766666666666666,17.031944444444445,Generador,ABB,Z300,2986.0,2.0541666666666667
Planta Este,1,722.0,105.74,1.43,11.715833333333334,Transformador,ABB,Y200,3385.0,2.4316666666666666
Planta Este,1,281.0,108.47,0.62,14.174722222222222,Compresor,Siemens,Y200,194.0,0.3616666666666667
Planta Este,1,680.0,88.92,3.03,22.671388888888888,Transformador,Siemens,M400,899.0,0.9319444444444445
Planta Este,1,376.0,95.36500000000001,3.085,24.226666666666667,Compresor,GE,X100,2034.0,0.5911111111111111
Planta Oeste,1,758.0,75.955,1.27,25.157083333333333,Motor,GE,X100,3637.0,0.505
Planta Este,1,41.0,67.29,4.51,14.125277777777777,Transformador,Siemens,M400,1700.0,0.16305555555555556
Planta Este,1,143.0,107.19,2.165,18.143194444444443,Generador,Schneider,Y200,2697.0,0.7202777777777778
Planta Este,1,718.0,124.07,2.495,22.785833333333333,Compresor,GE,X100,-100.0,1.6094444444444445
Planta Este,1,159.0,86.74,2.4,7.29,Motor,Schneider,M400,3776.0,0.3258333333333333
Planta Norte,1,41.0,67.29,4.51,14.125277777777777,Transformador,Siemens,M400,1700.0,0.16305555555555556
Planta Norte,1,224.0,72.13,1.5,25.518333333333334,Compresor,Siemens,Z300,2576.0,1.5583333333333333
Planta Sur,1,1228.0,74.28,3.755,15.598888888888888,Generador,GE,M400,1264.0,2.6505555555555556
Planta Norte,1,412.0,115.52,2.7533333333333334,16.27611111111111,Transformador,GE,Y200,1795.0,1.8991666666666667
Planta Oeste,1,7441.0,76.62333333333333,1.8566666666666665,14.295833333333333,Generador,Schneider,M400,3899.0,0.41638888888888886
Planta Sur,1,720.0,141.06,2.99,23.01527777777778,Transformador,GE,Y200,100.0,2.1347222222222224
Planta Oeste,1,275.0,98.21666666666665,3.5799999999999996,5.1002777777777775,Transformador,GE,X100,4783.0,1.5344444444444445
Planta Oeste,1,1837.0,134.89499999999998,2.215,13.052777777777777,Transformador,GE,M400,423.0,1.4141666666666666
Planta Oeste,1,955.0,119.89,3.8,7.4286111111111115,Compresor,GE,M400,2537.0,0.33055555555555555
Planta Sur,1,532.0,67.05,2.0,23.599722222222223,Compresor,Siemens,Z300,677.0,1.7227777777777777
Planta Este,1,471.0,143.65,1.15,1.728611111111111,Motor,ABB,M400,4074.0,1.9872222222222222
Planta Norte,1,3236.0,95.4,2.615,20.85333333333333,Motor,GE,Z300,3977.0,1.7558333333333334
Planta Oeste,1,270.0,58.3,3.88,22.355,Transformador,Siemens,M400,1129.0,1.9005555555555556
Planta Este,1,836.0,92.835,3.37,15.49236111111111,Compresor,Siemens,Y200,263.0,1.2291666666666667
Planta Oeste,1,471.0,131.115,4.2299999999999995,15.584166666666667,Motor,Siemens,X100,946.0,1.7019444444444445
Planta Oeste,1,180.0,147.59,1.65,4.781666666666666,Transformador,ABB,M400,755.0,0.8113888888888889
Planta Norte,1,1893.0,125.74,0.67,26.139722222222222,Generador,GE,M400,4624.0,0.30777777777777776
Planta Oeste,1,1660.0,94.63333333333333,3.0866666666666664,17.967777777777776,Motor,Schneider,X100,2315.0,0.8805555555555555
Planta Oeste,1,2917.0,76.63,4.74,19.77111111111111,Transformador,Schneider,X100,968.0,0.5827777777777777
Planta Sur,1,40.0,76.62333333333333,1.8566666666666665,14.295833333333333,Generador,Schneider,M400,3899.0,0.41638888888888886
Planta Sur,1,1527.0,72.8,1.87,4.500555555555556,Compresor,Schneider,Y200,3935.0,0.44805555555555554
Planta Este,1,6361.0,71.51,1.07,26.731944444444444,Generador,Schneider,Z300,-100.0,1.8691666666666666
Planta Este,1,171.0,94.35,1.21,23.349722222222223,Generador,Siemens,Y200,1596.0,1.571388888888889
Planta Este,1,832.0,92.57,2.3225,12.366458333333334,Compresor,ABB,Y200,1643.0,2.7094444444444443
Planta Este,1,51.0,115.52,2.7533333333333334,16.27611111111111,Transformador,GE,Y200,1795.0,1.8991666666666667
Planta Norte,1,223.0,98.03,0.69,11.450555555555555,Compresor,Schneider,Z300,768.0,2.0875
Planta Norte,1,2378.0,109.28333333333335,3.4966666666666666,13.532314814814816,Compresor,GE,X100,2766.0,0.38416666666666666
Planta Este,1,854.0,63.395,3.93,14.09388888888889,Compresor,ABB,Y200,1769.0,1.5233333333333334
Planta Oeste,1,1090.0,87.46000000000001,2.2600000000000002,9.474027777777778,Motor,ABB,Z300,260.0,2.2094444444444443
Planta Este,1,467.0,94.605,3.7749999999999995,12.188888888888888,Compresor,Siemens,X100,11976.5,1.7919444444444443
Planta Oeste,1,1499.0,86.47,3.1375,15.922430555555556,Motor,GE,X100,1599.0,2.328611111111111
Planta Sur,1,112.0,117.38,2.71,8.213888888888889,Transformador,ABB,Y200,2664.0,1.3730555555555555
Planta Norte,1,1184.0,86.74000000000001,1.315,16.801388888888887,Generador,GE,M400,625.0,2.1841666666666666
Planta Este,1,262.0,77.12,1.25,6.628333333333333,Transformador,GE,X100,91.0,2.17
Planta Sur,1,303.0,104.6,0.41,3.116111111111111,Generador,Schneider,Z300,3111.0,1.8480555555555556
Planta Sur,1,1632.0,51.99,0.58,5.7444444444444445,Motor,GE,Y200,1839.0,1.5772222222222223
Planta Sur,1,667.0,52.79,0.6,11.954722222222221,Motor,Schneider,Z300,2355.0,1.7438888888888888
Planta Sur,1,411.0,71.505,3.01,9.765138888888888,Compresor,GE,Z300,621.0,0.9802777777777778
Planta Norte,1,509.0,116.11000000000001,1.08,21.98472222222222,Compresor,Siemens,Y200,756.0,2.2983333333333333
Planta Sur,1,47.0,58.3,3.88,22.355,Transformador,Siemens,M400,1129.0,1.9005555555555556
Planta Sur,0,1037.0,95.62,4.03,16.301944444444445,Transformador,ABB,Z300,1853.0,1.3725
Planta Este,1,1037.0,95.62,4.03,16.301944444444445,Transformador,ABB,Z300,1853.0,1.3725
Planta Este,1,254.0,95.65,1.69,2.388611111111111,Generador,Schneider,Y200,4786.0,1.05
Planta Oeste,1,1066.0,108.675,3.3299999999999996,10.829027777777778,Motor,GE,Y200,4749.0,1.7425
Planta Sur,1,92.0,124.07,2.495,22.785833333333333,Compresor,GE,X100,-100.0,1.6094444444444445
Planta Este,1,37.0,115.52,2.7533333333333334,16.27611111111111,Transformador,GE,Y200,1795.0,1.8991666666666667
Planta Oeste,1,764.0,96.23,2.82,14.133055555555556,Generador,ABB,X100,1206.0,0.2947222222222222
Planta Norte,1,235.0,131.61,1.17,5.813611111111111,Motor,Siemens,Z300,3066.0,0.9938888888888889
Planta Oeste,1,628.0,134.88,3.89,9.504722222222222,Motor,GE,Y200,1584.0,1.3116666666666668
Planta Este,1,293.0,118.48,1.09,18.30361111111111,Transformador,Schneider,Z300,3504.0,1.9969444444444444
Planta Este,1,65.0,131.115,4.2299999999999995,15.584166666666667,Motor,Siemens,X100,946.0,1.7019444444444445
Planta Este,1,1018.0,99.35,0.37,20.01361111111111,Generador,GE,Y200,3432.0,2.281388888888889
Planta Norte,1,102.0,72.13,1.5,25.518333333333334,Compresor,Siemens,Z300,2576.0,1.5583333333333333
Planta Este,1,694.0,145.84,2.105,16.569861111111113,Transformador,GE,X100,4003.0,1.39
Planta Oeste,1,321.0,122.63,4.28,19.45861111111111,Transformador,Schneider,Z300,907.0,1.456388888888889
Planta Norte,1,7030.0,90.13499999999999,0.705,4.29375,Compresor,GE,X100,132.0,1.565
Planta Oeste,1,437.0,115.7475,2.16,10.172986111111111,Transformador,Schneider,Y200,2662.0,0.2791666666666667
Planta Oeste,1,2591.5,100.69,3.015,16.26097222222222,Generador,Siemens,Y200,1825.0,1.523611111111111
Planta Este,1,1079.0,98.99,2.3049999999999997,11.790277777777778,Generador,Siemens,X100,4231.0,2.5130555555555554
Planta Sur,1,780.0,145.62,4.97,19.84777777777778,Generador,Schneider,X100,4762.0,2.2066666666666666
Planta Norte,1,2591.5,100.69,3.015,16.26097222222222,Generador,Siemens,Y200,1825.0,1.523611111111111
Planta Norte,1,2756.0,81.62,2.54,13.755833333333333,Compresor,GE,M400,3598.0,2.2394444444444446
Planta Oeste,1,105.0,119.89,3.8,7.4286111111111115,Compresor,GE,M400,2537.0,0.33055555555555555
Planta Sur,1,2253.0,87.52,2.685,17.44625,Transformador,GE,Y200,2825.0,0.8552777777777778
