Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Día,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Sur,1,667.0,22,52.79,0.6,43037.0,Motor,Schneider,Z300,2355.0,6278
Planta Sur,1,100.0,22,52.79,0.6,43037.0,Motor,Schneider,Z300,2355.0,6278
Planta Sur,1,2110.0,19,139.08,2.89,42425.0,Generador,Schneider,Y200,1018.0,7884
Planta Sur,1,2110.0,30,124.98,3.87,75788.0,Generador,Schneider,Y200,1018.0,7884
Planta Este,1,6058.0,7,108.28,1.55,33995.0,Generador,GE,M400,4989.0,4729
Planta Este,1,6058.0,18,112.03,4.63,42280.0,Generador,GE,M400,4989.0,4729
Planta Norte,0,506.0,2,78.18,2.84,46151.5,Motor,Siemens,Y200,377.0,5978
Planta Norte,0,506.0,30,97.98,1.15,51600.0,Motor,Siemens,Y200,377.0,5978
Planta Norte,1,1954.0,13,59.67,0.51,65830.0,Motor,Schneider,Z300,396.0,5295
Planta Norte,1,1954.0,29,54.1,3.96,11001.0,Motor,Schneider,Z300,396.0,5295
Planta Norte,1,2345.0,23,111.95,1.2,90809.0,Compresor,ABB,X100,3113.0,1439
Planta Norte,1,2345.0,29,72.58,2.38,23138.0,Compresor,ABB,X100,3113.0,1439
Planta Norte,1,1018.0,12,99.35,0.37,72049.0,Generador,GE,Y200,3432.0,8213
Planta Norte,1,80.0,12,99.35,0.37,72049.0,Generador,GE,Y200,3432.0,8213
Planta Oeste,1,931.0,7,94.12,4.61,99762.0,Compresor,GE,X100,4722.0,9660
Planta Oeste,1,931.0,9,92.21,3.53,79278.0,Compresor,GE,X100,4722.0,9660
Planta Oeste,1,931.0,15,100.81,4.45,89882.0,Compresor,GE,X100,4722.0,9660
Planta Oeste,1,36.0,7,94.12,4.61,99762.0,Compresor,GE,X100,4722.0,9660
Planta Oeste,1,36.0,9,92.21,3.53,79278.0,Compresor,GE,X100,4722.0,9660
Planta Oeste,1,36.0,15,100.81,4.45,89882.0,Compresor,GE,X100,4722.0,9660
Planta Oeste,0,3130.0,2,144.72,2.97,93569.0,Motor,Schneider,Y200,3480.0,4455
Planta Sur,0,1234.0,4,103.91,0.36,320.0,Compresor,ABB,Z300,940.0,8078
Planta Sur,0,1234.0,23,133.2,4.41,11581.0,Compresor,ABB,Z300,940.0,8078
Planta Sur,0,1234.0,29,57.88,4.5,57155.0,Compresor,ABB,Z300,940.0,8078
Planta Este,1,694.0,9,143.02,0.99,30167.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,694.0,10,148.66,3.22,89136.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,85.0,9,143.02,0.99,30167.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,85.0,10,148.66,3.22,89136.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,388.0,9,143.02,0.99,30167.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,388.0,10,148.66,3.22,89136.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,29.0,9,143.02,0.99,30167.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,29.0,10,148.66,3.22,89136.0,Transformador,GE,X100,4003.0,5004
Planta Sur,1,934.0,2,101.85,2.2,18708.0,Compresor,Schneider,M400,3407.0,5079
Planta Sur,1,934.0,24,140.15,0.25,69206.0,Compresor,Schneider,M400,3407.0,5079
Planta Sur,1,257.0,2,101.85,2.2,18708.0,Compresor,Schneider,M400,3407.0,5079
Planta Sur,1,257.0,24,140.15,0.25,69206.0,Compresor,Schneider,M400,3407.0,5079
Planta Sur,1,340.0,2,101.85,2.2,18708.0,Compresor,Schneider,M400,3407.0,5079
Planta Sur,1,340.0,24,140.15,0.25,69206.0,Compresor,Schneider,M400,3407.0,5079
Planta Sur,1,509.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Sur,1,509.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Sur,1,116.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Sur,1,116.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Sur,1,91.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Sur,1,91.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Oeste,0,722.0,7,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,0,722.0,16,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,0,283.0,7,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,0,283.0,16,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,0,292.0,7,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,0,292.0,16,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Este,0,901.0,15,85.15,4.36,21237.0,Generador,ABB,Y200,731.0,3490
Planta Oeste,0,989.0,3,82.69,1.41,43741.0,Generador,GE,X100,2157.0,3183
Planta Oeste,0,989.0,7,129.07,1.26,83231.0,Generador,GE,X100,2157.0,3183
Planta Este,1,317.0,11,82.41,1.32,13875.0,Transformador,Siemens,Z300,1881.0,4891
Planta Este,1,317.0,27,72.31,4.45,25772.0,Transformador,Siemens,Z300,1881.0,4891
Planta Este,1,317.0,29,59.27,1.01,52176.0,Transformador,Siemens,Z300,1881.0,4891
Planta Este,1,780.0,15,145.62,4.97,71452.0,Generador,Schneider,X100,4762.0,7944
Planta Este,1,83.0,15,145.62,4.97,71452.0,Generador,Schneider,X100,4762.0,7944
Planta Norte,1,806.0,1,67.49,1.05,30479.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,806.0,25,121.77,4.51,56815.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,806.0,28,81.7,3.91,15723.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,238.0,1,67.49,1.05,30479.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,238.0,25,121.77,4.51,56815.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,238.0,28,81.7,3.91,15723.0,Motor,ABB,Y200,4463.0,8853
Planta Este,1,1076.0,21,78.43,2.73,90703.0,Compresor,GE,M400,378.0,6547
Planta Este,1,1068.0,15,70.8,1.48,7250.0,Transformador,GE,Y200,3653.0,8467
Planta Este,1,1068.0,23,130.23,0.18,54869.0,Transformador,GE,Y200,3653.0,8467
Planta Este,1,1068.0,25,96.34,1.47,18216.0,Transformador,GE,Y200,3653.0,8467
Planta Sur,1,318.0,18,68.76,4.38,52385.0,Transformador,Siemens,Z300,976.0,7790
Planta Oeste,0,1241.0,7,135.08,4.79,30683.0,Motor,Schneider,Y200,4521.0,1678
Planta Oeste,1,2756.0,14,81.62,2.54,49521.0,Compresor,GE,M400,3598.0,8062
Planta Oeste,1,91.0,14,81.62,2.54,49521.0,Compresor,GE,M400,3598.0,8062
Planta Norte,0,722.0,7,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Norte,0,722.0,16,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Norte,0,283.0,7,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Norte,0,283.0,16,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Norte,0,292.0,7,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Norte,0,292.0,16,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,1,559.0,21,277.88,1.12,54420.0,Transformador,GE,Y200,4404.0,3405
Planta Oeste,1,147.0,21,277.88,1.12,54420.0,Transformador,GE,Y200,4404.0,3405
Planta Oeste,1,281.0,21,277.88,1.12,54420.0,Transformador,GE,Y200,4404.0,3405
Planta Sur,1,2253.0,9,97.96,3.7,83854.0,Transformador,GE,Y200,2825.0,3079
Planta Sur,1,2253.0,21,77.08,1.67,41759.0,Transformador,GE,Y200,2825.0,3079
Planta Sur,1,86.0,9,97.96,3.7,83854.0,Transformador,GE,Y200,2825.0,3079
Planta Sur,1,86.0,21,77.08,1.67,41759.0,Transformador,GE,Y200,2825.0,3079
Planta Este,0,224.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Este,0,102.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Este,0,228.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Este,0,60.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Este,0,68.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Norte,0,411.0,12,75.56,4.89,8784.0,Compresor,GE,Z300,621.0,3529
Planta Norte,0,411.0,30,67.45,1.13,61525.0,Compresor,GE,Z300,621.0,3529
Planta Norte,1,931.0,7,94.12,4.61,99762.0,Compresor,GE,X100,4722.0,9660
Planta Norte,1,931.0,9,92.21,3.53,79278.0,Compresor,GE,X100,4722.0,9660
Planta Norte,1,931.0,15,100.81,4.45,89882.0,Compresor,GE,X100,4722.0,9660
Planta Norte,1,36.0,7,94.12,4.61,99762.0,Compresor,GE,X100,4722.0,9660
Planta Norte,1,36.0,9,92.21,3.53,79278.0,Compresor,GE,X100,4722.0,9660
Planta Norte,1,36.0,15,100.81,4.45,89882.0,Compresor,GE,X100,4722.0,9660
Planta Norte,1,2811.0,8,126.8,0.57,78639.0,Motor,Schneider,X100,1965.0,1235
Planta Norte,1,2811.0,23,148.53,1.67,35252.0,Motor,Schneider,X100,1965.0,1235
Planta Norte,1,2811.0,31,134.94,0.23,32177.0,Motor,Schneider,X100,1965.0,1235
Planta Sur,1,1209.0,14,131.44,3.81,41476.0,Generador,Schneider,Y200,2895.0,3266
Planta Sur,0,254.0,20,95.65,1.69,8599.0,Generador,Schneider,Y200,4786.0,3780
Planta Oeste,1,467.0,1,71.04,3.53,34996.0,Compresor,Siemens,X100,11976.5,6451
Planta Oeste,1,467.0,2,118.17,4.02,52764.0,Compresor,Siemens,X100,11976.5,6451
Planta Oeste,1,164.0,1,71.04,3.53,34996.0,Compresor,Siemens,X100,11976.5,6451
Planta Oeste,1,164.0,2,118.17,4.02,52764.0,Compresor,Siemens,X100,11976.5,6451
Planta Norte,1,2596.0,1,120.6,0.8,18374.0,Generador,Schneider,X100,4059.0,9887
Planta Norte,1,2596.0,4,97.97,2.69,33638.0,Generador,Schneider,X100,4059.0,9887
Planta Norte,1,2596.0,11,99.61,1.5,34266.0,Generador,Schneider,X100,4059.0,9887
Planta Norte,1,2596.0,23,116.3,1.55,46.0,Generador,Schneider,X100,4059.0,9887
Planta Sur,1,1769.0,27,80.43,4.82,12763.0,Motor,ABB,X100,4447.0,2041
Planta Oeste,1,858.0,20,64.5,3.19,26599.0,Generador,GE,Y200,3960.0,9489
Planta Oeste,1,858.0,25,120.26,1.3,87798.0,Generador,GE,Y200,3960.0,9489
Planta Oeste,1,417.0,20,64.5,3.19,26599.0,Generador,GE,Y200,3960.0,9489
Planta Oeste,1,417.0,25,120.26,1.3,87798.0,Generador,GE,Y200,3960.0,9489
Planta Este,0,2668.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,0,24.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,0,136.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Norte,1,989.0,3,82.69,1.41,43741.0,Generador,GE,X100,2157.0,3183
Planta Norte,1,989.0,7,129.07,1.26,83231.0,Generador,GE,X100,2157.0,3183
Planta Oeste,1,957.0,18,100.52,3.56,98830.0,Transformador,ABB,X100,2617.0,8191
Planta Sur,0,1518.0,2,92.52,4.2,140.0,Transformador,Schneider,Y200,2232.0,2417
Planta Norte,1,1184.0,10,99.97,0.34,56145.0,Generador,GE,M400,625.0,7863
Planta Norte,1,1184.0,28,73.51,2.29,64825.0,Generador,GE,M400,625.0,7863
Planta Norte,1,172.0,10,99.97,0.34,56145.0,Generador,GE,M400,625.0,7863
Planta Norte,1,172.0,28,73.51,2.29,64825.0,Generador,GE,M400,625.0,7863
Planta Este,1,693.0,19,131.6,1.37,35901.0,Compresor,ABB,Z300,4546.0,2061
Planta Este,1,172.0,19,131.6,1.37,35901.0,Compresor,ABB,Z300,4546.0,2061
Planta Oeste,0,1018.0,9,79.41,0.66,31111.0,Transformador,Siemens,X100,4948.0,6720
Planta Oeste,0,1018.0,23,116.27,1.3,98674.0,Transformador,Siemens,X100,4948.0,6720
Planta Sur,1,5787.0,12,56.17,4.48,53366.0,Compresor,GE,M400,3918.0,1988
Planta Oeste,0,4041.0,12,136.61,2.67,65767.0,Generador,ABB,M400,2796.0,1717
Planta Oeste,0,4041.0,21,106.19,3.25,35944.0,Generador,ABB,M400,2796.0,1717
Planta Sur,1,4041.0,12,136.61,2.67,65767.0,Generador,ABB,M400,2796.0,1717
Planta Sur,1,4041.0,21,106.19,3.25,35944.0,Generador,ABB,M400,2796.0,1717
Planta Sur,1,2005.0,2,78.9,4.92,69960.0,Generador,Schneider,Y200,3138.0,6390
Planta Sur,1,2005.0,8,149.51,4.17,28200.0,Generador,Schneider,Y200,3138.0,6390
Planta Sur,1,284.0,2,78.9,4.92,69960.0,Generador,Schneider,Y200,3138.0,6390
Planta Sur,1,284.0,8,149.51,4.17,28200.0,Generador,Schneider,Y200,3138.0,6390
Planta Este,1,373.0,9,58.26,3.97,72914.0,Transformador,Siemens,Z300,855.0,3689
Planta Este,1,351.0,9,58.26,3.97,72914.0,Transformador,Siemens,Z300,855.0,3689
Planta Oeste,1,749.0,16,93.66,1.47,22893.0,Motor,GE,M400,4223.0,1741
Planta Oeste,1,749.0,26,75.54,2.94,83211.0,Motor,GE,M400,4223.0,1741
Planta Oeste,1,749.0,27,77.1,2.85,33496.5,Motor,GE,M400,4223.0,1741
Planta Oeste,1,749.0,28,99.36,4.81,83575.0,Motor,GE,M400,4223.0,1741
Planta Norte,1,2002.0,4,84.61,1.57,9136.0,Motor,Siemens,Y200,3461.0,7529
Planta Norte,0,945.0,7,77.86,4.01,57327.0,Transformador,GE,X100,4333.0,3246
Planta Norte,0,945.0,23,119.0,0.85,4293.0,Transformador,GE,X100,4333.0,3246
Planta Oeste,1,1152.0,6,138.61,1.98,20607.0,Compresor,Siemens,Y200,4845.0,1617
Planta Oeste,1,2491.0,14,98.61,1.89,49289.0,Generador,ABB,Y200,2067.0,9164
Planta Oeste,1,2491.0,19,98.82,1.24,52950.0,Generador,ABB,Y200,2067.0,9164
Planta Oeste,1,2491.0,24,138.3,0.52,27597.0,Generador,ABB,Y200,2067.0,9164
Planta Oeste,1,354.0,14,98.61,1.89,49289.0,Generador,ABB,Y200,2067.0,9164
Planta Oeste,1,354.0,19,98.82,1.24,52950.0,Generador,ABB,Y200,2067.0,9164
Planta Oeste,1,354.0,24,138.3,0.52,27597.0,Generador,ABB,Y200,2067.0,9164
Planta Este,1,245.0,23,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Este,1,295.0,23,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Este,1,143.0,23,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Este,1,271.0,23,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,0,3026.0,27,128.77,4.87,51235.0,Motor,ABB,X100,4741.0,1549
Planta Norte,1,2935.0,17,61.2,4.34,55560.0,Generador,Schneider,M400,3905.0,4079
Planta Norte,1,2935.0,31,109.77,4.56,39863.0,Generador,Schneider,M400,3905.0,4079
Planta Oeste,1,361.0,1,129.9,4.15,9170.0,Compresor,ABB,X100,-100.0,3496
Planta Oeste,1,361.0,7,77.39,0.98,62501.0,Compresor,ABB,X100,-100.0,3496
Planta Oeste,1,361.0,24,143.69,1.77,66936.0,Compresor,ABB,X100,-100.0,3496
Planta Oeste,1,1324.0,11,109.83,4.33,96737.0,Generador,Siemens,Z300,1250.0,6496
Planta Oeste,1,1324.0,25,105.75,1.5,97591.0,Generador,Siemens,Z300,1250.0,6496
Planta Oeste,1,722.0,7,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,1,722.0,16,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,1,283.0,7,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,1,283.0,16,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,1,292.0,7,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,1,292.0,16,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,0,628.0,27,134.88,3.89,34217.0,Motor,GE,Y200,1584.0,4722
Planta Este,0,1808.0,10,119.97,4.89,17676.0,Transformador,Schneider,Z300,4841.0,1228
Planta Norte,0,884.0,6,53.8,2.26,11397.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,884.0,7,132.14,3.81,35747.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,884.0,16,143.2,2.83,62538.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,884.0,18,88.65,1.64,85943.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,884.0,24,88.59,0.59,99381.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,2609.0,27,79.99,4.55,31597.0,Transformador,Siemens,Y200,75.0,7390
Planta Este,1,971.0,31,102.97,2.3,58137.0,Generador,ABB,Z300,1730.0,3169
Planta Sur,1,547.0,26,118.15,4.07,87794.0,Motor,ABB,M400,3856.0,2642
Planta Sur,1,547.0,31,131.63,0.26,45270.0,Motor,ABB,M400,3856.0,2642
Planta Sur,1,62.0,26,118.15,4.07,87794.0,Motor,ABB,M400,3856.0,2642
Planta Sur,1,62.0,31,131.63,0.26,45270.0,Motor,ABB,M400,3856.0,2642
Planta Sur,0,1195.0,8,110.81,11.36,91223.0,Motor,ABB,X100,163.0,1073
Planta Sur,0,1195.0,9,60.99,4.96,60441.0,Motor,ABB,X100,163.0,1073
Planta Sur,0,1195.0,18,101.77,1.35,52791.0,Motor,ABB,X100,163.0,1073
Planta Norte,1,509.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,1,509.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,1,116.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,1,116.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,1,91.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,1,91.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Sur,1,450.0,14,105.11,3.99,60035.0,Transformador,GE,X100,592.0,4587
Planta Sur,1,259.0,14,105.11,3.99,60035.0,Transformador,GE,X100,592.0,4587
Planta Este,1,1839.0,14,83.89,0.35,96740.0,Motor,Schneider,M400,517.0,2802
Planta Este,1,1839.0,28,117.13,0.68,93070.0,Motor,Schneider,M400,517.0,2802
Planta Sur,1,1359.0,21,60.54,2.29,58128.0,Motor,ABB,X100,2331.0,9958
Planta Sur,1,384.0,21,60.54,2.29,58128.0,Motor,ABB,X100,2331.0,9958
Planta Este,1,180.0,4,147.59,1.65,17214.0,Transformador,ABB,M400,755.0,2921
Planta Este,1,252.0,4,147.59,1.65,17214.0,Transformador,ABB,M400,755.0,2921
Planta Este,1,190.0,4,147.59,1.65,17214.0,Transformador,ABB,M400,755.0,2921
Planta Oeste,1,832.0,2,88.75,2.82,84930.0,Compresor,ABB,Y200,1643.0,9754
Planta Oeste,1,832.0,17,134.34,1.49,35844.0,Compresor,ABB,Y200,1643.0,9754
Planta Oeste,1,832.0,22,73.595,2.49,28651.5,Compresor,ABB,Y200,1643.0,9754
Planta Oeste,1,237.0,2,88.75,2.82,84930.0,Compresor,ABB,Y200,1643.0,9754
Planta Oeste,1,237.0,17,134.34,1.49,35844.0,Compresor,ABB,Y200,1643.0,9754
Planta Oeste,1,237.0,22,73.595,2.49,28651.5,Compresor,ABB,Y200,1643.0,9754
Planta Oeste,1,177.0,2,88.75,2.82,84930.0,Compresor,ABB,Y200,1643.0,9754
Planta Oeste,1,177.0,17,134.34,1.49,35844.0,Compresor,ABB,Y200,1643.0,9754
Planta Oeste,1,177.0,22,73.595,2.49,28651.5,Compresor,ABB,Y200,1643.0,9754
Planta Norte,1,765.0,5,145.22,1.8,98101.0,Compresor,GE,X100,605.0,3503
Planta Norte,1,765.0,12,54.25,3.97,68833.0,Compresor,GE,X100,605.0,3503
Planta Norte,1,190.0,5,145.22,1.8,98101.0,Compresor,GE,X100,605.0,3503
Planta Norte,1,190.0,12,54.25,3.97,68833.0,Compresor,GE,X100,605.0,3503
Planta Sur,1,1018.0,9,79.41,0.66,31111.0,Transformador,Siemens,X100,4948.0,6720
Planta Sur,1,1018.0,23,116.27,1.3,98674.0,Transformador,Siemens,X100,4948.0,6720
Planta Oeste,1,385.0,4,106.33,2.83,59373.0,Compresor,Siemens,Z300,3902.0,9335
Planta Oeste,1,2148.0,17,93.37,1.0,86053.0,Motor,Schneider,Z300,3933.0,7775
Planta Norte,0,884.0,6,53.8,2.26,11397.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,884.0,7,132.14,3.81,35747.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,884.0,16,143.2,2.83,62538.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,884.0,18,88.65,1.64,85943.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,884.0,24,88.59,0.59,99381.0,Generador,Siemens,X100,953.0,3630
Planta Norte,0,2339.0,1,53.92,2.73,58721.0,Generador,Schneider,Y200,529.0,7127
Planta Norte,0,2339.0,21,145.52,0.91,46383.0,Generador,Schneider,Y200,529.0,7127
Planta Norte,0,1302.0,18,66.97,0.58,18847.0,Transformador,Schneider,M400,4310.0,8649
Planta Norte,0,162.0,18,66.97,0.58,18847.0,Transformador,Schneider,M400,4310.0,8649
Planta Este,1,2668.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,1,24.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,1,136.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Este,1,451.0,17,75.97,0.78,69595.0,Generador,Siemens,M400,1900.0,9643
Planta Norte,1,2339.0,1,53.92,2.73,58721.0,Generador,Schneider,Y200,529.0,7127
Planta Norte,1,2339.0,21,145.52,0.91,46383.0,Generador,Schneider,Y200,529.0,7127
Planta Este,0,373.0,9,58.26,3.97,72914.0,Transformador,Siemens,Z300,855.0,3689
Planta Este,0,351.0,9,58.26,3.97,72914.0,Transformador,Siemens,Z300,855.0,3689
Planta Oeste,1,419.5,11,63.48,3.57,28563.0,Compresor,GE,X100,637.0,5843
Planta Sur,1,419.5,11,63.48,3.57,28563.0,Compresor,GE,X100,637.0,5843
Planta Este,1,884.0,6,53.8,2.26,11397.0,Generador,Siemens,X100,953.0,3630
Planta Este,1,884.0,7,132.14,3.81,35747.0,Generador,Siemens,X100,953.0,3630
Planta Este,1,884.0,16,143.2,2.83,62538.0,Generador,Siemens,X100,953.0,3630
Planta Este,1,884.0,18,88.65,1.64,85943.0,Generador,Siemens,X100,953.0,3630
Planta Este,1,884.0,24,88.59,0.59,99381.0,Generador,Siemens,X100,953.0,3630
Planta Oeste,1,1053.0,14,57.68,1.16,8792.0,Generador,Siemens,M400,3623.0,4932
Planta Oeste,1,63.0,14,57.68,1.16,8792.0,Generador,Siemens,M400,3623.0,4932
Planta Este,1,1156.0,10,102.52,3.14,56807.0,Compresor,GE,M400,4929.0,5941
Planta Este,1,355.0,10,102.52,3.14,56807.0,Compresor,GE,M400,4929.0,5941
Planta Sur,0,758.0,19,77.78,0.75,93991.0,Motor,GE,X100,3637.0,1818
Planta Sur,0,758.0,26,74.13,1.79,87140.0,Motor,GE,X100,3637.0,1818
Planta Norte,0,665.0,25,98.67,2.98,56679.0,Transformador,Schneider,X100,994.0,9454
Planta Norte,0,665.0,31,86.78,2.13,2258.0,Transformador,Schneider,X100,994.0,9454
Planta Norte,1,389.0,19,114.19500000000001,2.945,36697.5,Generador,Siemens,Y200,464.0,9272
Planta Norte,1,389.0,29,115.72,1.22,39048.0,Generador,Siemens,Y200,464.0,9272
Planta Este,1,1344.0,10,53.33,4.39,12415.0,Motor,GE,Z300,3261.0,3846
Planta Sur,1,683.0,5,72.63,1.09,69812.0,Compresor,Schneider,X100,4990.0,4462
Planta Sur,1,683.0,8,132.95,1.29,75990.0,Compresor,Schneider,X100,4990.0,4462
Planta Sur,1,683.0,21,83.6,1.53,82843.0,Compresor,Schneider,X100,4990.0,4462
Planta Norte,1,41.0,22,67.29,4.51,50851.0,Transformador,Siemens,M400,1700.0,587
Planta Norte,1,328.0,22,67.29,4.51,50851.0,Transformador,Siemens,M400,1700.0,587
Planta Norte,1,312.0,22,67.29,4.51,50851.0,Transformador,Siemens,M400,1700.0,587
Planta Sur,0,5787.0,12,56.17,4.48,53366.0,Compresor,GE,M400,3918.0,1988
Planta Norte,1,2668.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Norte,1,24.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Norte,1,136.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Sur,1,7030.0,6,69.25,0.42,7138.0,Compresor,GE,X100,132.0,5634
Planta Sur,1,7030.0,30,111.02,0.99,23777.0,Compresor,GE,X100,132.0,5634
Planta Sur,1,221.0,6,69.25,0.42,7138.0,Compresor,GE,X100,132.0,5634
Planta Sur,1,221.0,30,111.02,0.99,23777.0,Compresor,GE,X100,132.0,5634
Planta Oeste,1,224.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,102.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,228.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,60.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,68.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,547.0,26,118.15,4.07,87794.0,Motor,ABB,M400,3856.0,2642
Planta Oeste,1,547.0,31,131.63,0.26,45270.0,Motor,ABB,M400,3856.0,2642
Planta Oeste,1,62.0,26,118.15,4.07,87794.0,Motor,ABB,M400,3856.0,2642
Planta Oeste,1,62.0,31,131.63,0.26,45270.0,Motor,ABB,M400,3856.0,2642
Planta Norte,1,471.0,6,125.54,4.89,76501.0,Motor,Siemens,X100,946.0,6127
Planta Norte,1,471.0,20,136.69,3.57,35705.0,Motor,Siemens,X100,946.0,6127
Planta Norte,1,65.0,6,125.54,4.89,76501.0,Motor,Siemens,X100,946.0,6127
Planta Norte,1,65.0,20,136.69,3.57,35705.0,Motor,Siemens,X100,946.0,6127
Planta Norte,1,243.0,6,125.54,4.89,76501.0,Motor,Siemens,X100,946.0,6127
Planta Norte,1,243.0,20,136.69,3.57,35705.0,Motor,Siemens,X100,946.0,6127
Planta Oeste,0,509.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
