ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Tiempo_Reparacion_Horas,Costo_Mantenimiento,Ubicacion
OT008355,E019,2037-11-15,Correctivo,44,1993,Planta Sur
OT008356,E020,2037-11-16,Correctivo,30,2164,Planta Este
OT008357,E006,2037-11-17,Preventivo,46,3224,Planta Oeste
OT008358,E012,2037-11-18,Preventivo,29,3408,Planta Este
OT008359,E016,2037-11-19,Correctivo,23,2753,Planta Sur
OT008360,E004,2037-11-20,Correctivo,31,711,Planta Oeste
OT008361,E013,2037-11-21,Preventivo,10,3728,Planta Sur
OT008362,E007,2037-11-22,Correctivo,47,4310,Planta Norte
OT008363,E009,2037-11-23,Correctivo,31,3402,Planta Norte
OT008364,E013,2037-11-24,Correctivo,33,3455,Planta Sur
OT008365,E002,2037-11-25,Preventivo,13,679,Planta Oeste
OT008366,E004,2037-11-26,Preventivo,45,2087,Planta Norte
OT008367,E003,2037-11-27,Correctivo,15,535,Planta Norte
OT008368,E005,2037-11-28,Correctivo,41,503,Planta Norte
OT008369,E005,2037-11-29,Correctivo,47,2131,Planta Oeste
OT008370,E011,2037-11-30,Correctivo,7,772,Planta Sur
OT008371,E010,2037-12-01,Preventivo,29,3017,Planta Este
OT008372,E004,2037-12-02,Preventivo,28,4617,Planta Norte
OT008373,E008,2037-12-03,Correctivo,9,4603,Planta Este
OT008374,E004,2037-12-04,Correctivo,21,4622,Planta Sur
OT008375,E013,2037-12-05,Correctivo,35,3302,Planta Oeste
OT008376,E020,2037-12-06,Correctivo,19,1099,Planta Norte
OT008377,E010,2037-12-07,Correctivo,37,3412,Planta Este
OT008378,E015,2037-12-08,Preventivo,36,4445,Planta Sur
OT008379,E020,2037-12-09,Correctivo,13,2096,Planta Norte
OT008380,E012,2037-12-10,Correctivo,36,1792,Planta Este
OT008381,E012,2037-12-11,Preventivo,25,3806,Planta Este
OT008382,E015,2037-12-12,Correctivo,28,3500,Planta Este
OT008383,E004,2037-12-13,Preventivo,41,4289,Planta Oeste
OT008384,E016,2037-12-14,Correctivo,30,1620,Planta Norte
OT008385,E005,2037-12-15,Preventivo,43,4719,Planta Norte
OT008386,E011,2037-12-16,Correctivo,27,3894,Planta Este
OT008387,E014,2037-12-17,Correctivo,12,2877,Planta Oeste
OT008388,E002,2037-12-18,Preventivo,16,1805,Planta Oeste
OT008389,E020,2037-12-19,Correctivo,35,3441,Planta Norte
OT008390,E017,2037-12-20,Correctivo,13,515,Planta Este
OT008391,E013,2037-12-21,Preventivo,24,2789,Planta Este
OT008392,E018,2037-12-22,Preventivo,5,604,Planta Norte
OT008393,E014,2037-12-23,Correctivo,5,2778,Planta Oeste
OT008394,E011,2037-12-24,Correctivo,40,3962,Planta Sur
OT008395,E005,2037-12-25,Correctivo,45,3080,Planta Oeste
OT008396,E018,2037-12-26,Preventivo,21,4807,Planta Oeste
OT008397,E008,2037-12-27,Preventivo,5,1991,Planta Este
OT008398,E002,2037-12-28,Correctivo,44,2788,Planta Oeste
OT008399,E012,2037-12-29,Preventivo,2,3213,Planta Oeste
OT008400,E012,2037-12-30,Correctivo,18,1765,Planta Este
OT008401,E003,2037-12-31,Preventivo,21,608,Planta Este
OT008402,E005,2038-01-01,Preventivo,43,695,Planta Sur
OT008403,E005,2038-01-02,Preventivo,10,3410,Planta Sur
OT008404,E017,2038-01-03,Preventivo,37,4043,Planta Norte
OT008405,E019,2038-01-04,Correctivo,34,619,Planta Norte
OT008406,E006,2038-01-05,Correctivo,27,899,Planta Norte
OT008407,E020,2038-01-06,Correctivo,37,1353,Planta Este
OT008408,E019,2038-01-07,Correctivo,22,507,Planta Este
OT008409,E003,2038-01-08,Preventivo,2,3143,Planta Norte
OT008410,E017,2038-01-09,Preventivo,3,2055,Planta Este
OT008411,E015,2038-01-10,Correctivo,4,4431,Planta Sur
OT008412,E010,2038-01-11,Preventivo,31,2681,Planta Oeste
OT008413,E011,2038-01-12,Preventivo,9,1959,Planta Norte
OT008414,E007,2038-01-13,Preventivo,18,1124,Planta Este
OT008415,E018,2038-01-14,Preventivo,28,1181,Planta Este
OT008416,E013,2038-01-15,Preventivo,44,1976,Planta Sur
OT008417,E019,2038-01-16,Preventivo,6,3537,Planta Norte
OT008418,E020,2038-01-17,Correctivo,18,4317,Planta Este
OT008419,E020,2038-01-18,Correctivo,43,2847,Planta Oeste
OT008420,E009,2038-01-19,Preventivo,35,1915,Planta Este
OT008421,E014,2038-01-20,Correctivo,41,1557,Planta Este
OT008422,E018,2038-01-21,Preventivo,28,2444,Planta Sur
OT008423,E011,2038-01-22,Preventivo,28,3475,Planta Este
OT008424,E018,2038-01-23,Correctivo,12,1432,Planta Sur
OT008425,E005,2038-01-24,Preventivo,22,2617,Planta Norte
OT008426,E008,2038-01-25,Preventivo,23,1697,Planta Sur
OT008427,E008,2038-01-26,Preventivo,12,1015,Planta Oeste
OT008428,E011,2038-01-27,Correctivo,33,4279,Planta Norte
OT008429,E010,2038-01-28,Preventivo,11,1983,Planta Este
OT008430,E003,2038-01-29,Correctivo,23,2395,Planta Este
OT008431,E016,2038-01-30,Correctivo,38,1239,Planta Sur
OT008432,E003,2038-01-31,Preventivo,22,869,Planta Sur
OT008433,E014,2038-02-01,Correctivo,18,1534,Planta Este
OT008434,E011,2038-02-02,Preventivo,2,656,Planta Este
OT008435,E011,2038-02-03,Preventivo,15,1720,Planta Oeste
OT008436,E011,2038-02-04,Preventivo,5,4474,Planta Norte
OT008437,E003,2038-02-05,Correctivo,41,804,Planta Oeste
OT008438,E001,2038-02-06,Preventivo,39,3580,Planta Sur
OT008439,E014,2038-02-07,Correctivo,12,4590,Planta Oeste
OT008440,E018,2038-02-08,Preventivo,17,2273,Planta Norte
OT008441,E020,2038-02-09,Preventivo,29,3366,Planta Oeste
OT008442,E006,2038-02-10,Correctivo,31,3463,Planta Oeste
OT008443,E001,2038-02-11,Preventivo,29,4840,Planta Este
OT008444,E017,2038-02-12,Preventivo,30,953,Planta Norte
OT008445,E014,2038-02-13,Preventivo,6,1298,Planta Este
OT008446,E002,2038-02-14,Correctivo,10,3990,Planta Sur
OT008447,E004,2038-02-15,Preventivo,16,2963,Planta Norte
OT008448,E006,2038-02-16,Correctivo,8,1922,Planta Oeste
OT008449,E013,2038-02-17,Preventivo,47,4022,Planta Sur
OT008450,E019,2038-02-18,Correctivo,40,4126,Planta Oeste
OT008451,E002,2038-02-19,Preventivo,44,4377,Planta Este
OT008452,E011,2038-02-20,Preventivo,8,4263,Planta Este
OT008453,E020,2038-02-21,Preventivo,17,1000,Planta Este
OT008454,E015,2038-02-22,Preventivo,7,1646,Planta Sur
OT008455,E009,2038-02-23,Preventivo,29,2462,Planta Norte
OT008456,E012,2038-02-24,Correctivo,6,3648,Planta Oeste
OT008457,E008,2038-02-25,Correctivo,15,509,Planta Este
OT008458,E002,2038-02-26,Preventivo,14,4035,Planta Este
OT008459,E012,2038-02-27,Preventivo,17,3335,Planta Este
OT008460,E009,2038-02-28,Correctivo,36,784,Planta Este
OT008461,E010,2038-03-01,Correctivo,18,1619,Planta Sur
OT008462,E008,2038-03-02,Preventivo,29,1600,Planta Oeste
OT008463,E001,2038-03-03,Correctivo,29,3478,Planta Oeste
OT008464,E011,2038-03-04,Correctivo,2,1605,Planta Norte
OT008465,E013,2038-03-05,Preventivo,10,2903,Planta Sur
OT008466,E020,2038-03-06,Preventivo,27,4855,Planta Norte
OT008467,E016,2038-03-07,Correctivo,8,4827,Planta Oeste
OT008468,E015,2038-03-08,Correctivo,19,4640,Planta Este
OT008469,E013,2038-03-09,Preventivo,17,4845,Planta Oeste
OT008470,E011,2038-03-10,Preventivo,11,3274,Planta Oeste
OT008471,E017,2038-03-11,Correctivo,35,3762,Planta Sur
OT008472,E001,2038-03-12,Correctivo,19,3450,Planta Sur
OT008473,E005,2038-03-13,Preventivo,25,1114,Planta Este
OT008474,E018,2038-03-14,Preventivo,33,1518,Planta Sur
OT008475,E008,2038-03-15,Preventivo,36,2628,Planta Sur
OT008476,E004,2038-03-16,Preventivo,16,3133,Planta Oeste
OT008477,E016,2038-03-17,Correctivo,31,4792,Planta Sur
OT008478,E005,2038-03-18,Preventivo,43,3834,Planta Norte
OT008479,E019,2038-03-19,Correctivo,6,3383,Planta Este
OT008480,E019,2038-03-20,Correctivo,33,627,Planta Sur
OT008481,E003,2038-03-21,Correctivo,31,582,Planta Este
OT008482,E019,2038-03-22,Preventivo,39,2115,Planta Norte
OT008483,E006,2038-03-23,Preventivo,29,3273,Planta Oeste
OT008484,E008,2038-03-24,Correctivo,39,2940,Planta Sur
OT008485,E019,2038-03-25,Correctivo,19,4588,Planta Norte
OT008486,E003,2038-03-26,Correctivo,14,3513,Planta Norte
OT008487,E018,2038-03-27,Preventivo,40,1184,Planta Sur
OT008488,E004,2038-03-28,Preventivo,36,3776,Planta Norte
OT008489,E019,2038-03-29,Preventivo,21,4128,Planta Este
OT008490,E002,2038-03-30,Preventivo,8,3036,Planta Este
OT008491,E003,2038-03-31,Preventivo,21,3425,Planta Oeste
OT008492,E018,2038-04-01,Correctivo,39,2533,Planta Oeste
OT008493,E019,2038-04-02,Preventivo,5,4169,Planta Norte
OT008494,E009,2038-04-03,Correctivo,22,4920,Planta Este
OT008495,E009,2038-04-04,Preventivo,11,1238,Planta Este
OT008496,E016,2038-04-05,Preventivo,44,3227,Planta Este
OT008497,E003,2038-04-06,Preventivo,31,4139,Planta Sur
OT008498,E005,2038-04-07,Preventivo,6,3013,Planta Este
OT008499,E012,2038-04-08,Correctivo,17,845,Planta Este
OT008500,E001,2038-04-09,Correctivo,26,2140,Planta Norte
OT008501,E019,2038-04-10,Correctivo,4,3098,Planta Sur
OT008502,E012,2038-04-11,Preventivo,39,3004,Planta Norte
OT008503,E004,2038-04-12,Correctivo,38,4046,Planta Oeste
OT008504,E014,2038-04-13,Correctivo,4,3226,Planta Este
OT008505,E012,2038-04-14,Preventivo,10,1767,Planta Este
OT008506,E012,2038-04-15,Correctivo,30,3195,Planta Este
OT008507,E012,2038-04-16,Preventivo,6,4987,Planta Norte
OT008508,E014,2038-04-17,Preventivo,44,2604,Planta Este
OT008509,E010,2038-04-18,Correctivo,20,3361,Planta Oeste
OT008510,E019,2038-04-19,Preventivo,6,4329,Planta Norte
OT008511,E018,2038-04-20,Preventivo,43,1065,Planta Norte
OT008512,E016,2038-04-21,Preventivo,18,657,Planta Norte
OT008513,E005,2038-04-22,Correctivo,30,2602,Planta Este
OT008514,E019,2038-04-23,Preventivo,11,818,Planta Sur
OT008515,E011,2038-04-24,Correctivo,27,828,Planta Oeste
OT008516,E011,2038-04-25,Preventivo,2,1639,Planta Oeste
OT008517,E011,2038-04-26,Correctivo,7,3636,Planta Oeste
OT008518,E004,2038-04-27,Correctivo,10,3883,Planta Este
OT008519,E017,2038-04-28,Preventivo,37,2036,Planta Norte
OT008520,E009,2038-04-29,Preventivo,36,4254,Planta Norte
OT008521,E009,2038-04-30,Preventivo,44,4768,Planta Norte
OT008522,E012,2038-05-01,Correctivo,43,2714,Planta Sur
OT008523,E003,2038-05-02,Preventivo,20,4024,Planta Norte
OT008524,E015,2038-05-03,Correctivo,19,2120,Planta Norte
OT008525,E004,2038-05-04,Preventivo,7,3176,Planta Norte
OT008526,E014,2038-05-05,Preventivo,32,4261,Planta Norte
OT008527,E020,2038-05-06,Preventivo,38,3751,Planta Norte
OT008528,E008,2038-05-07,Correctivo,42,2477,Planta Este
OT008529,E012,2038-05-08,Correctivo,21,937,Planta Sur
OT008530,E005,2038-05-09,Correctivo,8,3587,Planta Oeste
OT008531,E016,2038-05-10,Correctivo,27,4538,Planta Este
OT008532,E010,2038-05-11,Correctivo,24,3695,Planta Este
OT008533,E005,2038-05-12,Preventivo,5,1024,Planta Norte
OT008534,E004,2038-05-13,Correctivo,25,3397,Planta Este
OT008535,E009,2038-05-14,Correctivo,45,2264,Planta Oeste
OT008536,E020,2038-05-15,Correctivo,24,1966,Planta Este
OT008537,E010,2038-05-16,Preventivo,24,3484,Planta Oeste
OT008538,E019,2038-05-17,Correctivo,15,1944,Planta Oeste
OT008539,E011,2038-05-18,Preventivo,24,2698,Planta Oeste
OT008540,E008,2038-05-19,Preventivo,24,876,Planta Este
OT008541,E020,2038-05-20,Correctivo,21,4913,Planta Norte
OT008542,E013,2038-05-21,Correctivo,39,685,Planta Norte
OT008543,E013,2038-05-22,Correctivo,30,893,Planta Este
OT008544,E014,2038-05-23,Correctivo,44,3991,Planta Este
OT008545,E008,2038-05-24,Preventivo,7,1413,Planta Norte
OT008546,E017,2038-05-25,Correctivo,20,4779,Planta Oeste
OT008547,E018,2038-05-26,Correctivo,16,3811,Planta Sur
OT008548,E020,2038-05-27,Preventivo,33,4822,Planta Este
OT008549,E012,2038-05-28,Correctivo,43,3186,Planta Oeste
OT008550,E020,2038-05-29,Preventivo,40,2814,Planta Este
OT008551,E020,2038-05-30,Preventivo,42,4417,Planta Oeste
OT008552,E013,2038-05-31,Correctivo,32,1678,Planta Norte
OT008553,E016,2038-06-01,Preventivo,41,4106,Planta Sur
OT008554,E002,2038-06-02,Preventivo,6,2952,Planta Este
OT008555,E016,2038-06-03,Correctivo,23,4588,Planta Norte
OT008556,E002,2038-06-04,Preventivo,22,1710,Planta Sur
OT008557,E014,2038-06-05,Correctivo,22,3833,Planta Norte
OT008558,E003,2038-06-06,Preventivo,15,1259,Planta Norte
OT008559,E017,2038-06-07,Correctivo,36,2317,Planta Este
OT008560,E008,2038-06-08,Correctivo,42,2385,Planta Este
OT008561,E013,2038-06-09,Preventivo,12,2682,Planta Oeste
OT008562,E003,2038-06-10,Correctivo,2,1434,Planta Este
OT008563,E007,2038-06-11,Correctivo,25,4113,Planta Norte
OT008564,E020,2038-06-12,Correctivo,15,3112,Planta Norte
OT008565,E013,2038-06-13,Correctivo,31,1369,Planta Oeste
OT008566,E001,2038-06-14,Correctivo,44,1307,Planta Oeste
OT008567,E002,2038-06-15,Correctivo,47,4066,Planta Sur
OT008568,E004,2038-06-16,Preventivo,42,4374,Planta Oeste
OT008569,E008,2038-06-17,Correctivo,46,1276,Planta Norte
OT008570,E014,2038-06-18,Correctivo,24,1424,Planta Oeste
OT008571,E006,2038-06-19,Correctivo,37,1732,Planta Oeste
OT008572,E014,2038-06-20,Correctivo,25,1418,Planta Sur
OT008573,E009,2038-06-21,Correctivo,35,3757,Planta Norte
OT008574,E016,2038-06-22,Preventivo,25,1054,Planta Norte
OT008575,E008,2038-06-23,Preventivo,16,4808,Planta Norte
OT008576,E002,2038-06-24,Correctivo,10,3815,Planta Norte
OT008577,E013,2038-06-25,Correctivo,15,3654,Planta Norte
OT008578,E009,2038-06-26,Correctivo,34,2142,Planta Oeste
OT008579,E019,2038-06-27,Preventivo,12,2252,Planta Sur
OT008580,E002,2038-06-28,Preventivo,39,908,Planta Sur
OT008581,E003,2038-06-29,Preventivo,42,1992,Planta Este
OT008582,E006,2038-06-30,Preventivo,47,3785,Planta Norte
OT008583,E009,2038-07-01,Preventivo,44,1507,Planta Oeste
OT008584,E008,2038-07-02,Correctivo,43,4372,Planta Norte
OT008585,E002,2038-07-03,Correctivo,4,2577,Planta Este
OT008586,E018,2038-07-04,Correctivo,13,4293,Planta Este
OT008587,E002,2038-07-05,Correctivo,16,1020,Planta Este
OT008588,E015,2038-07-06,Preventivo,33,1432,Planta Este
OT008589,E015,2038-07-07,Preventivo,15,4027,Planta Norte
OT008590,E009,2038-07-08,Correctivo,34,1895,Planta Este
OT008591,E017,2038-07-09,Correctivo,23,2686,Planta Sur
OT008592,E015,2038-07-10,Correctivo,39,1667,Planta Sur
OT008593,E003,2038-07-11,Preventivo,24,4871,Planta Oeste
OT008594,E017,2038-07-12,Correctivo,5,2092,Planta Norte
OT008595,E003,2038-07-13,Correctivo,47,2121,Planta Sur
OT008596,E018,2038-07-14,Correctivo,3,2261,Planta Oeste
OT008597,E016,2038-07-15,Preventivo,37,3488,Planta Norte
OT008598,E010,2038-07-16,Correctivo,17,3853,Planta Este
OT008599,E015,2038-07-17,Preventivo,18,1173,Planta Este
OT008600,E019,2038-07-18,Preventivo,41,2055,Planta Este
OT008601,E004,2038-07-19,Preventivo,7,707,Planta Norte
OT008602,E009,2038-07-20,Preventivo,47,1867,Planta Sur
OT008603,E006,2038-07-21,Preventivo,7,2465,Planta Oeste
OT008604,E019,2038-07-22,Correctivo,45,2274,Planta Este
OT008605,E005,2038-07-23,Preventivo,28,2833,Planta Norte
OT008606,E002,2038-07-24,Preventivo,14,2800,Planta Norte
OT008607,E018,2038-07-25,Preventivo,35,1917,Planta Este
OT008608,E011,2038-07-26,Preventivo,18,4082,Planta Este
OT008609,E011,2038-07-27,Preventivo,36,2258,Planta Sur
OT008610,E004,2038-07-28,Preventivo,33,1330,Planta Este
OT008611,E007,2038-07-29,Correctivo,41,3610,Planta Sur
OT008612,E015,2038-07-30,Correctivo,14,3936,Planta Este
OT008613,E006,2038-07-31,Correctivo,39,2743,Planta Sur
OT008614,E012,2038-08-01,Preventivo,7,3563,Planta Oeste
OT008615,E012,2038-08-02,Preventivo,5,4065,Planta Norte
OT008616,E007,2038-08-03,Correctivo,39,1064,Planta Norte
OT008617,E012,2038-08-04,Preventivo,3,4658,Planta Este
OT008618,E004,2038-08-05,Preventivo,33,1668,Planta Sur
OT008619,E016,2038-08-06,Correctivo,25,1455,Planta Oeste
OT008620,E001,2038-08-07,Preventivo,14,1009,Planta Este
OT008621,E016,2038-08-08,Preventivo,39,4574,Planta Oeste
OT008622,E005,2038-08-09,Preventivo,38,3944,Planta Oeste
OT008623,E015,2038-08-10,Preventivo,27,2729,Planta Este
OT008624,E004,2038-08-11,Preventivo,31,3279,Planta Este
OT008625,E005,2038-08-12,Preventivo,23,4288,Planta Sur
OT008626,E007,2038-08-13,Correctivo,21,573,Planta Este
OT008627,E010,2038-08-14,Correctivo,33,1588,Planta Norte
OT008628,E020,2038-08-15,Preventivo,31,3736,Planta Oeste
OT008629,E020,2038-08-16,Correctivo,34,4531,Planta Este
OT008630,E006,2038-08-17,Correctivo,40,786,Planta Norte
OT008631,E013,2038-08-18,Correctivo,37,971,Planta Sur
OT008632,E013,2038-08-19,Correctivo,21,3843,Planta Este
OT008633,E013,2038-08-20,Preventivo,5,2754,Planta Este
OT008634,E011,2038-08-21,Preventivo,11,715,Planta Oeste
OT008635,E017,2038-08-22,Preventivo,4,1621,Planta Este
OT008636,E001,2038-08-23,Correctivo,27,4799,Planta Norte
OT008637,E016,2038-08-24,Preventivo,8,915,Planta Norte
OT008638,E014,2038-08-25,Correctivo,22,869,Planta Norte
OT008639,E008,2038-08-26,Correctivo,32,3460,Planta Sur
OT008640,E017,2038-08-27,Preventivo,6,1032,Planta Oeste
OT008641,E010,2038-08-28,Preventivo,27,3290,Planta Sur
OT008642,E005,2038-08-29,Preventivo,15,1172,Planta Sur
OT008643,E020,2038-08-30,Correctivo,31,2989,Planta Oeste
OT008644,E014,2038-08-31,Correctivo,34,4381,Planta Este
OT008645,E013,2038-09-01,Correctivo,13,3862,Planta Este
OT008646,E020,2038-09-02,Preventivo,11,3931,Planta Oeste
OT008647,E014,2038-09-03,Preventivo,40,2440,Planta Norte
OT008648,E010,2038-09-04,Correctivo,2,4960,Planta Sur
OT008649,E008,2038-09-05,Correctivo,42,709,Planta Sur
OT008650,E017,2038-09-06,Preventivo,36,2528,Planta Este
OT008651,E017,2038-09-07,Preventivo,2,2607,Planta Oeste
OT008652,E008,2038-09-08,Correctivo,38,4142,Planta Oeste
OT008653,E002,2038-09-09,Preventivo,2,1941,Planta Norte
OT008654,E006,2038-09-10,Preventivo,30,2967,Planta Sur
OT008655,E008,2038-09-11,Preventivo,2,871,Planta Oeste
OT008656,E006,2038-09-12,Correctivo,11,2223,Planta Sur
OT008657,E001,2038-09-13,Correctivo,8,3169,Planta Sur
OT008658,E010,2038-09-14,Preventivo,40,3895,Planta Sur
OT008659,E006,2038-09-15,Correctivo,36,598,Planta Oeste
OT008660,E006,2038-09-16,Preventivo,8,2930,Planta Sur
OT008661,E008,2038-09-17,Preventivo,37,1219,Planta Norte
OT008662,E006,2038-09-18,Correctivo,43,758,Planta Sur
OT008663,E012,2038-09-19,Preventivo,44,2731,Planta Oeste
OT008664,E008,2038-09-20,Correctivo,5,1253,Planta Norte
OT008665,E018,2038-09-21,Correctivo,17,2395,Planta Sur
OT008666,E006,2038-09-22,Preventivo,27,1612,Planta Sur
OT008667,E004,2038-09-23,Correctivo,42,4368,Planta Norte
OT008668,E001,2038-09-24,Preventivo,26,4719,Planta Este
OT008669,E014,2038-09-25,Correctivo,34,3975,Planta Oeste
OT008670,E012,2038-09-26,Preventivo,44,3334,Planta Sur
OT008671,E013,2038-09-27,Correctivo,36,4758,Planta Este
OT008672,E007,2038-09-28,Preventivo,21,2868,Planta Oeste
OT008673,E007,2038-09-29,Preventivo,21,2069,Planta Oeste
OT008674,E001,2038-09-30,Preventivo,37,998,Planta Este
OT008675,E005,2038-10-01,Preventivo,37,2151,Planta Este
OT008676,E013,2038-10-02,Preventivo,11,1761,Planta Este
OT008677,E014,2038-10-03,Correctivo,7,1886,Planta Este
OT008678,E014,2038-10-04,Preventivo,9,2039,Planta Sur
OT008679,E004,2038-10-05,Correctivo,32,815,Planta Este
OT008680,E002,2038-10-06,Preventivo,47,4070,Planta Norte
OT008681,E001,2038-10-07,Correctivo,6,3546,Planta Este
OT008682,E015,2038-10-08,Correctivo,13,1445,Planta Este
OT008683,E016,2038-10-09,Preventivo,46,3557,Planta Este
OT008684,E015,2038-10-10,Correctivo,22,3237,Planta Este
OT008685,E002,2038-10-11,Preventivo,23,1521,Planta Sur
OT008686,E012,2038-10-12,Correctivo,20,2848,Planta Este
OT008687,E014,2038-10-13,Preventivo,9,2758,Planta Oeste
OT008688,E004,2038-10-14,Correctivo,40,914,Planta Este
OT008689,E018,2038-10-15,Correctivo,33,3235,Planta Oeste
OT008690,E001,2038-10-16,Preventivo,30,1326,Planta Este
OT008691,E010,2038-10-17,Correctivo,45,3616,Planta Este
OT008692,E017,2038-10-18,Correctivo,20,2246,Planta Sur
OT008693,E009,2038-10-19,Preventivo,6,2342,Planta Oeste
OT008694,E018,2038-10-20,Correctivo,27,4226,Planta Este
OT008695,E008,2038-10-21,Correctivo,24,3179,Planta Norte
OT008696,E019,2038-10-22,Preventivo,7,4562,Planta Oeste
OT008697,E003,2038-10-23,Preventivo,37,2363,Planta Este
OT008698,E017,2038-10-24,Preventivo,14,3200,Planta Oeste
OT008699,E005,2038-10-25,Preventivo,20,596,Planta Norte
OT008700,E003,2038-10-26,Correctivo,2,538,Planta Oeste
OT008701,E010,2038-10-27,Preventivo,36,3855,Planta Oeste
OT008702,E009,2038-10-28,Preventivo,19,3216,Planta Norte
OT008703,E014,2038-10-29,Preventivo,45,3784,Planta Este
OT008704,E016,2038-10-30,Preventivo,37,3185,Planta Oeste
OT008705,E017,2038-10-31,Preventivo,30,4853,Planta Este
OT008706,E013,2038-11-01,Correctivo,18,1570,Planta Este
OT008707,E003,2038-11-02,Correctivo,43,3185,Planta Este
OT008708,E010,2038-11-03,Correctivo,4,3986,Planta Oeste
OT008709,E011,2038-11-04,Preventivo,14,4261,Planta Oeste
OT008710,E004,2038-11-05,Preventivo,35,1771,Planta Norte
OT008711,E007,2038-11-06,Correctivo,41,909,Planta Oeste
OT008712,E008,2038-11-07,Preventivo,9,4522,Planta Oeste
OT008713,E002,2038-11-08,Correctivo,15,3457,Planta Sur
OT008714,E006,2038-11-09,Preventivo,37,1056,Planta Este
OT008715,E015,2038-11-10,Preventivo,4,3563,Planta Oeste
OT008716,E006,2038-11-11,Correctivo,36,4209,Planta Norte
OT008717,E007,2038-11-12,Correctivo,5,2809,Planta Sur
OT008718,E010,2038-11-13,Preventivo,5,2700,Planta Este
OT008719,E017,2038-11-14,Correctivo,19,597,Planta Este
OT008720,E001,2038-11-15,Correctivo,12,2364,Planta Este
OT008721,E007,2038-11-16,Preventivo,41,1204,Planta Este
OT008722,E015,2038-11-17,Correctivo,29,1902,Planta Norte
OT008723,E017,2038-11-18,Preventivo,28,2318,Planta Sur
OT008724,E003,2038-11-19,Correctivo,30,4785,Planta Oeste
OT008725,E019,2038-11-20,Correctivo,13,1223,Planta Norte
OT008726,E012,2038-11-21,Correctivo,30,3899,Planta Este
OT008727,E006,2038-11-22,Preventivo,2,3267,Planta Sur
OT008728,E013,2038-11-23,Correctivo,6,4334,Planta Oeste
OT008729,E007,2038-11-24,Correctivo,5,4787,Planta Norte
OT008730,E011,2038-11-25,Correctivo,25,4056,Planta Sur
OT008731,E014,2038-11-26,Correctivo,13,2418,Planta Norte
OT008732,E016,2038-11-27,Correctivo,11,1257,Planta Sur
OT008733,E019,2038-11-28,Correctivo,8,540,Planta Este
OT008734,E010,2038-11-29,Preventivo,36,3057,Planta Norte
OT008735,E011,2038-11-30,Correctivo,10,3690,Planta Norte
OT008736,E001,2038-12-01,Preventivo,43,2601,Planta Norte
OT008737,E011,2038-12-02,Preventivo,6,3311,Planta Este
OT008738,E013,2038-12-03,Correctivo,33,3192,Planta Sur
OT008739,E010,2038-12-04,Correctivo,16,4196,Planta Norte
OT008740,E002,2038-12-05,Correctivo,14,3102,Planta Oeste
OT008741,E017,2038-12-06,Correctivo,3,2087,Planta Sur
OT008742,E012,2038-12-07,Correctivo,11,1080,Planta Oeste
OT008743,E015,2038-12-08,Correctivo,39,2099,Planta Oeste
OT008744,E002,2038-12-09,Correctivo,3,1581,Planta Oeste
OT008745,E018,2038-12-10,Correctivo,23,599,Planta Oeste
OT008746,E018,2038-12-11,Correctivo,38,4606,Planta Norte
OT008747,E006,2038-12-12,Preventivo,36,2422,Planta Norte
OT008748,E004,2038-12-13,Preventivo,13,1778,Planta Norte
OT008749,E001,2038-12-14,Correctivo,42,3080,Planta Oeste
OT008750,E002,2038-12-15,Preventivo,23,4273,Planta Sur
OT008751,E010,2038-12-16,Preventivo,38,1837,Planta Sur
OT008752,E009,2038-12-17,Correctivo,7,3669,Planta Sur
OT008753,E016,2038-12-18,Correctivo,30,3650,Planta Sur
OT008754,E005,2038-12-19,Correctivo,21,4276,Planta Sur
OT008755,E003,2038-12-20,Preventivo,20,3070,Planta Oeste
OT008756,E004,2038-12-21,Correctivo,21,1754,Planta Oeste
OT008757,E005,2038-12-22,Correctivo,3,4621,Planta Oeste
OT008758,E007,2038-12-23,Preventivo,41,3206,Planta Este
OT008759,E010,2038-12-24,Preventivo,23,1009,Planta Oeste
OT008760,E009,2038-12-25,Correctivo,3,4341,Planta Norte
OT008761,E015,2038-12-26,Correctivo,26,4814,Planta Este
OT008762,E009,2038-12-27,Correctivo,37,3554,Planta Sur
OT008763,E014,2038-12-28,Preventivo,27,2960,Planta Sur
OT008764,E005,2038-12-29,Correctivo,23,4733,Planta Este
OT008765,E011,2038-12-30,Preventivo,44,4549,Planta Oeste
OT008766,E004,2038-12-31,Correctivo,31,3919,Planta Norte
OT008767,E003,2039-01-01,Preventivo,8,622,Planta Sur
OT008768,E009,2039-01-02,Preventivo,16,3376,Planta Oeste
OT008769,E008,2039-01-03,Correctivo,14,984,Planta Norte
OT008770,E008,2039-01-04,Correctivo,3,1679,Planta Sur
OT008771,E014,2039-01-05,Preventivo,44,4133,Planta Norte
OT008772,E006,2039-01-06,Preventivo,22,1780,Planta Oeste
OT008773,E006,2039-01-07,Correctivo,21,1302,Planta Norte
OT008774,E019,2039-01-08,Preventivo,18,2951,Planta Sur
OT008775,E010,2039-01-09,Preventivo,5,4569,Planta Sur
OT008776,E009,2039-01-10,Preventivo,2,2811,Planta Este
OT008777,E014,2039-01-11,Preventivo,38,3292,Planta Oeste
OT008778,E001,2039-01-12,Preventivo,26,2421,Planta Sur
